"userid","user_display_name","user_screen_name","user_reported_location","user_profile_description","user_profile_url","follower_count","following_count","account_creation_date","account_language"
"uBfVENBOQrRMr26+H0KfKbpmkzVUTeI2C03vAXuYOvM=","uBfVENBOQrRMr26+H0KfKbpmkzVUTeI2C03vAXuYOvM=","uBfVENBOQrRMr26+H0KfKbpmkzVUTeI2C03vAXuYOvM=","","","","5","46","2020-09-15","en"
"vuFjrVQ0QQvRzCF3iPv2vP++g75wsY0tHPqXmmY0IM=","vuFjrVQ0QQvRzCF3iPv2vP++g75wsY0tHPqXmmY0IM=","vuFjrVQ0QQvRzCF3iPv2vP++g75wsY0tHPqXmmY0IM=","","","","30","72","2020-07-28","en"
"aP+DuQPRiJk40p1BZpAN2pfBxAfIDSV87gw2dRtnT8=","aP+DuQPRiJk40p1BZpAN2pfBxAfIDSV87gw2dRtnT8=","aP+DuQPRiJk40p1BZpAN2pfBxAfIDSV87gw2dRtnT8=","","","","19","18","2020-09-23","en"
"6Dmv4O5io45HnqQnZXxwqjZJfTKVm6g8G20m0id8=","6Dmv4O5io45HnqQnZXxwqjZJfTKVm6g8G20m0id8=","6Dmv4O5io45HnqQnZXxwqjZJfTKVm6g8G20m0id8=","","","","0","0","2020-06-24","en"
"9khup3VpGJESf03bILpXktgAa1wX4h1e9LfV2Hf1ANo=","9khup3VpGJESf03bILpXktgAa1wX4h1e9LfV2Hf1ANo=","9khup3VpGJESf03bILpXktgAa1wX4h1e9LfV2Hf1ANo=","","","","1","24","2020-10-15","en"
"CnlcyVkJtww8qORmYmIw36H0MIZPv2rYsFYe7jYrj7o=","CnlcyVkJtww8qORmYmIw36H0MIZPv2rYsFYe7jYrj7o=","CnlcyVkJtww8qORmYmIw36H0MIZPv2rYsFYe7jYrj7o=","475 Dorp St Franschhoek","","","8","73","2020-06-25","en"
"JNojgsanptc7IRVgshMujRn8x4ko7yn23jem7Bo45bw=","JNojgsanptc7IRVgshMujRn8x4ko7yn23jem7Bo45bw=","JNojgsanptc7IRVgshMujRn8x4ko7yn23jem7Bo45bw=","","","","0","13","2020-10-12","en"
"i4SpWBQrZYvalUuweI8djPcDoKFOo2bysjeB3mZs5k=","i4SpWBQrZYvalUuweI8djPcDoKFOo2bysjeB3mZs5k=","i4SpWBQrZYvalUuweI8djPcDoKFOo2bysjeB3mZs5k=","1850 Prospect St Pretoria","","","0","32","2020-09-09","en"
"GEqbllwY8zWyYW5+qL9D6IwN5okpXL7qUyNFPWM3wco=","GEqbllwY8zWyYW5+qL9D6IwN5okpXL7qUyNFPWM3wco=","GEqbllwY8zWyYW5+qL9D6IwN5okpXL7qUyNFPWM3wco=","","","","0","0","2020-06-17","en"
"LlVgZzUjeR59IPzNESlpUXFi5dOHAKeaaUS0SZj7NNo=","LlVgZzUjeR59IPzNESlpUXFi5dOHAKeaaUS0SZj7NNo=","LlVgZzUjeR59IPzNESlpUXFi5dOHAKeaaUS0SZj7NNo=","","","","1","39","2020-08-07","en"
"o4EiVLeiGUAoG8ScqNlI+nmQ873kWjpmfyixQniGHH8=","o4EiVLeiGUAoG8ScqNlI+nmQ873kWjpmfyixQniGHH8=","o4EiVLeiGUAoG8ScqNlI+nmQ873kWjpmfyixQniGHH8=","","Love sexy","","42","231","2020-09-24","en"
"lcv3tu4HevA7b628hYk2RbxWFSTmu8mujR7n6KDlAIg=","lcv3tu4HevA7b628hYk2RbxWFSTmu8mujR7n6KDlAIg=","lcv3tu4HevA7b628hYk2RbxWFSTmu8mujR7n6KDlAIg=","","","","0","6","2020-06-19","en"
"YSQG2m8RzCgqWB+2oh9zXcujZmSt53SkRN5E3rxrpI=","YSQG2m8RzCgqWB+2oh9zXcujZmSt53SkRN5E3rxrpI=","YSQG2m8RzCgqWB+2oh9zXcujZmSt53SkRN5E3rxrpI=","255 Crown St Volksrust","","","0","13","2020-07-01","en"
"qpOYwPAp83Z4ZHsCvtF37tgB87RvjiFOnfdYnumglw=","qpOYwPAp83Z4ZHsCvtF37tgB87RvjiFOnfdYnumglw=","qpOYwPAp83Z4ZHsCvtF37tgB87RvjiFOnfdYnumglw=","","","","12","43","2020-09-08","en"
"onIu8Bpi1bRyPzxQNU6GphD+IwWvPyXe+76u4IYMpgU=","onIu8Bpi1bRyPzxQNU6GphD+IwWvPyXe+76u4IYMpgU=","onIu8Bpi1bRyPzxQNU6GphD+IwWvPyXe+76u4IYMpgU=","1295 Wit Rd Johannesburg","","","52","98","2020-07-02","en"
"20k72jTIy3krIrfmWE1+IfKivQ7bFpe8BzqdMSP83g=","20k72jTIy3krIrfmWE1+IfKivQ7bFpe8BzqdMSP83g=","20k72jTIy3krIrfmWE1+IfKivQ7bFpe8BzqdMSP83g=","","","","0","0","2020-06-17","en"
"XiVK12+8LrLSYiRMycwUV81G+Rw7FOV7xXEfTvqlTU=","XiVK12+8LrLSYiRMycwUV81G+Rw7FOV7xXEfTvqlTU=","XiVK12+8LrLSYiRMycwUV81G+Rw7FOV7xXEfTvqlTU=","","","","0","1","2020-06-23","en"
"pstMiy4rJF+G6C+SAhPsXQSTQtnrIAdHmZ9Kfmnnk=","pstMiy4rJF+G6C+SAhPsXQSTQtnrIAdHmZ9Kfmnnk=","pstMiy4rJF+G6C+SAhPsXQSTQtnrIAdHmZ9Kfmnnk=","1162 Bhoola Rd East London","","","0","10","2020-06-26","en"
"VxpkWlimFJGgmYmINOQNNtJWz46Y7TyMLSwCvqkPEA=","VxpkWlimFJGgmYmINOQNNtJWz46Y7TyMLSwCvqkPEA=","VxpkWlimFJGgmYmINOQNNtJWz46Y7TyMLSwCvqkPEA=","","","","0","5","2020-06-19","en"
"67ydPFFZtf8rWBjD3cftofbRrK0u+q8h81W4mycmiw0=","67ydPFFZtf8rWBjD3cftofbRrK0u+q8h81W4mycmiw0=","67ydPFFZtf8rWBjD3cftofbRrK0u+q8h81W4mycmiw0=","1219 Hoog St Brakpan","","","8","46","2020-07-06","en"
"S8WqLI1PRAadeIGUPiTqszbgKKgVkPD+1tqilwCMeZY=","S8WqLI1PRAadeIGUPiTqszbgKKgVkPD+1tqilwCMeZY=","S8WqLI1PRAadeIGUPiTqszbgKKgVkPD+1tqilwCMeZY=","506 Bo Meul St Lakeside","","","0","11","2020-06-24","en"
"4richC8OLqhWIwHl39QjHLqdvCdHCR1cII2GcDNg=","4richC8OLqhWIwHl39QjHLqdvCdHCR1cII2GcDNg=","4richC8OLqhWIwHl39QjHLqdvCdHCR1cII2GcDNg=","","","","0","7","2020-07-27","en"
"j6xdEYSJQ6Cjy11iiHoSQPCRkNRCLZuf8ZSBVM60=","j6xdEYSJQ6Cjy11iiHoSQPCRkNRCLZuf8ZSBVM60=","j6xdEYSJQ6Cjy11iiHoSQPCRkNRCLZuf8ZSBVM60=","39 Telford Ave Taung Station","","","8","37","2020-06-26","en"
"3EMHj8yB3OuRgvklO5d55PlLuItRjqxS4xwdB2W2Ozc=","3EMHj8yB3OuRgvklO5d55PlLuItRjqxS4xwdB2W2Ozc=","3EMHj8yB3OuRgvklO5d55PlLuItRjqxS4xwdB2W2Ozc=","","","","0","1","2020-07-27","en"
"76TdNDXFivJEm2QWaU2zSYALwztH3oKlTaIO6MZi0Pk=","76TdNDXFivJEm2QWaU2zSYALwztH3oKlTaIO6MZi0Pk=","76TdNDXFivJEm2QWaU2zSYALwztH3oKlTaIO6MZi0Pk=","1418 Wit Rd Bramley","","","1","22","2020-07-24","en"
"5DJhTZVtkuYUZJdRbzIFlKy8e8r2jLGRhz6z1U7dK28=","5DJhTZVtkuYUZJdRbzIFlKy8e8r2jLGRhz6z1U7dK28=","5DJhTZVtkuYUZJdRbzIFlKy8e8r2jLGRhz6z1U7dK28=","","","","0","0","2020-06-16","en"
"dFnUk0CFiHvMNrGY4hL+YXjdhx6e3rL0viiKuj35zXY=","dFnUk0CFiHvMNrGY4hL+YXjdhx6e3rL0viiKuj35zXY=","dFnUk0CFiHvMNrGY4hL+YXjdhx6e3rL0viiKuj35zXY=","Impala St Greytown 3249","","","1","26","2020-09-02","en"
"WMkm8FdM6LeJw7pz96VNZ8cErYSio5ZES2k1fBGP14=","WMkm8FdM6LeJw7pz96VNZ8cErYSio5ZES2k1fBGP14=","WMkm8FdM6LeJw7pz96VNZ8cErYSio5ZES2k1fBGP14=","748 Tait St Rustenburg","","","0","32","2020-06-30","en"
"gQDyovU4Gd4FWS085P6oNQ7NPjzutwlZteurASR+ZDk=","gQDyovU4Gd4FWS085P6oNQ7NPjzutwlZteurASR+ZDk=","gQDyovU4Gd4FWS085P6oNQ7NPjzutwlZteurASR+ZDk=","","","","18","109","2020-08-05","en"
"eUYOobmfQWTb4UuXyOgCHugAzn1A2Gdrbi1i2lq9Gkc=","eUYOobmfQWTb4UuXyOgCHugAzn1A2Gdrbi1i2lq9Gkc=","eUYOobmfQWTb4UuXyOgCHugAzn1A2Gdrbi1i2lq9Gkc=","","","","0","42","2020-09-03","en"
"AF0XP3Nmowg6H1EK4nhZxsrvsBiEzUCImESGtjx7v4=","AF0XP3Nmowg6H1EK4nhZxsrvsBiEzUCImESGtjx7v4=","AF0XP3Nmowg6H1EK4nhZxsrvsBiEzUCImESGtjx7v4=","","","","0","10","2020-06-26","en"
"HY95WlM0Tn4npi0qtugq51D3dud27X8JfwIvpqZgXH0=","HY95WlM0Tn4npi0qtugq51D3dud27X8JfwIvpqZgXH0=","HY95WlM0Tn4npi0qtugq51D3dud27X8JfwIvpqZgXH0=","2190 Willow St Uitenhage","","","1","7","2020-07-02","en"
"kYnGUhqSR2eJfTxYKyMngI0tGwZfc0fvF9RSafdbAI=","kYnGUhqSR2eJfTxYKyMngI0tGwZfc0fvF9RSafdbAI=","kYnGUhqSR2eJfTxYKyMngI0tGwZfc0fvF9RSafdbAI=","","","","0","2","2020-07-27","en"
"0Aupos6fwQ25FfeuIzWVLWzWyKUQ98bYbrHCHAGSwfs=","0Aupos6fwQ25FfeuIzWVLWzWyKUQ98bYbrHCHAGSwfs=","0Aupos6fwQ25FfeuIzWVLWzWyKUQ98bYbrHCHAGSwfs=","1196 Kamp St Matroosfontein","","","0","21","2020-09-03","en"
"5pE8+lX3KvjFWo2YjneM8r72Cxkp0kBoCNQ2C2PjT8=","5pE8+lX3KvjFWo2YjneM8r72Cxkp0kBoCNQ2C2PjT8=","5pE8+lX3KvjFWo2YjneM8r72Cxkp0kBoCNQ2C2PjT8=","","","","0","14","2020-07-29","en"
"eTu+6ycN7GQlWdJQgbR1ZqpeHUt5cvBhOIn+5S4gsk=","eTu+6ycN7GQlWdJQgbR1ZqpeHUt5cvBhOIn+5S4gsk=","eTu+6ycN7GQlWdJQgbR1ZqpeHUt5cvBhOIn+5S4gsk="," Market St Johannesburg 2160","","","0","6","2020-09-02","en"
"3TZ8lFBgQLHE0wCh0JcOIjIWjKhtrCMmkzmFxeJ0GI=","3TZ8lFBgQLHE0wCh0JcOIjIWjKhtrCMmkzmFxeJ0GI=","3TZ8lFBgQLHE0wCh0JcOIjIWjKhtrCMmkzmFxeJ0GI=","1974 Oranje St Bultfontein","","","0","20","2020-07-09","en"
"VipjMI3+4yW9D6zcVwjA9iU8AVHpsTD2Ce87NYZirY=","VipjMI3+4yW9D6zcVwjA9iU8AVHpsTD2Ce87NYZirY=","VipjMI3+4yW9D6zcVwjA9iU8AVHpsTD2Ce87NYZirY=","","","","0","12","2020-06-26","en"
"gKCSnNG4sFu+qe+fWe1bi9xua4sAsJDL+36mW70RQpM=","gKCSnNG4sFu+qe+fWe1bi9xua4sAsJDL+36mW70RQpM=","gKCSnNG4sFu+qe+fWe1bi9xua4sAsJDL+36mW70RQpM="," Schoeman St Hercules","","","0","22","2020-08-31","en"
"SwnYxYP7Wt4Me6YebT2twOONs3swbQ1jz4jxrMvkI=","SwnYxYP7Wt4Me6YebT2twOONs3swbQ1jz4jxrMvkI=","SwnYxYP7Wt4Me6YebT2twOONs3swbQ1jz4jxrMvkI=","","","","2","31","2019-11-27","en"
"mD8MygG6SEyI4bGmO9ApJsHqWkhChnUWUJtO2w+S7Q=","mD8MygG6SEyI4bGmO9ApJsHqWkhChnUWUJtO2w+S7Q=","mD8MygG6SEyI4bGmO9ApJsHqWkhChnUWUJtO2w+S7Q=","","","","0","0","2020-06-22","en"
"6fXeVhF5piNEPzizB7b+lBj6cng6ZcHr3rtHQGF4=","6fXeVhF5piNEPzizB7b+lBj6cng6ZcHr3rtHQGF4=","6fXeVhF5piNEPzizB7b+lBj6cng6ZcHr3rtHQGF4=","1116 Langley St Uniondale","","","0","20","2020-07-10","en"
"FronyP2zpm6wGHVrGmN9cy9+Lhdouw9cQtXvRvErYP8=","FronyP2zpm6wGHVrGmN9cy9+Lhdouw9cQtXvRvErYP8=","FronyP2zpm6wGHVrGmN9cy9+Lhdouw9cQtXvRvErYP8=","","","","0","0","2020-06-23","en"
"YkbAOlPaInt0Ih6XMqwi0hLZPw56b6+CoZn8d3Oo+Yo=","YkbAOlPaInt0Ih6XMqwi0hLZPw56b6+CoZn8d3Oo+Yo=","YkbAOlPaInt0Ih6XMqwi0hLZPw56b6+CoZn8d3Oo+Yo=","","","","0","0","2020-06-24","en"
"3pgYUSCkM5mLfj+Q76IvD978v18hvhVqP0DY08dC2L4=","3pgYUSCkM5mLfj+Q76IvD978v18hvhVqP0DY08dC2L4=","3pgYUSCkM5mLfj+Q76IvD978v18hvhVqP0DY08dC2L4=","","","","22","8","2020-09-23","en"
"Zm643A16efi1e5hK8bUL+XCEeDHoXA6a2V89KvlvHlU=","Zm643A16efi1e5hK8bUL+XCEeDHoXA6a2V89KvlvHlU=","Zm643A16efi1e5hK8bUL+XCEeDHoXA6a2V89KvlvHlU=","","","","0","5","2020-06-25","en"
"red9apHJfecL0gn8swzDPdaCflE1RnvsLAuKIS28os=","red9apHJfecL0gn8swzDPdaCflE1RnvsLAuKIS28os=","red9apHJfecL0gn8swzDPdaCflE1RnvsLAuKIS28os=","","","","0","1","2019-11-01","en"
"2+nGRjZpCdFJtr5aK2+HjV7Na4DPNUOsk3O+HKdNAPs=","2+nGRjZpCdFJtr5aK2+HjV7Na4DPNUOsk3O+HKdNAPs=","2+nGRjZpCdFJtr5aK2+HjV7Na4DPNUOsk3O+HKdNAPs=","","","","0","6","2020-06-18","en"
"CmXqunpBq7notEpzun61nx0CzC9CNbphv8zgucuJPVw=","CmXqunpBq7notEpzun61nx0CzC9CNbphv8zgucuJPVw=","CmXqunpBq7notEpzun61nx0CzC9CNbphv8zgucuJPVw=","","","","2","46","2020-07-21","en"
"nlUTbx9Q6YhI11Z+aN7wxDqeje07cM96VqA1+hPD4g=","nlUTbx9Q6YhI11Z+aN7wxDqeje07cM96VqA1+hPD4g=","nlUTbx9Q6YhI11Z+aN7wxDqeje07cM96VqA1+hPD4g=","1661 Hoog St Benoni","","","3","42","2020-07-13","en"
"3+5wvMr39EsdxroQKroIen+X3lCjagdXXivRm4tbJE=","3+5wvMr39EsdxroQKroIen+X3lCjagdXXivRm4tbJE=","3+5wvMr39EsdxroQKroIen+X3lCjagdXXivRm4tbJE=","Ireland St White River 1245","","","0","20","2020-09-04","en"
"4i4Dg4M1Tl4agKb0ij245yXsCyEjbuHGVKCpgBlYWwY=","4i4Dg4M1Tl4agKb0ij245yXsCyEjbuHGVKCpgBlYWwY=","4i4Dg4M1Tl4agKb0ij245yXsCyEjbuHGVKCpgBlYWwY=","2001 Impala St Wartburg","","","0","11","2020-06-30","en"
"omhwOugHECiQxH8freSTjvF+wDlftRi0SGHmIAP+VWs=","omhwOugHECiQxH8freSTjvF+wDlftRi0SGHmIAP+VWs=","omhwOugHECiQxH8freSTjvF+wDlftRi0SGHmIAP+VWs=","TZ, Dar es Salaam","","","3","10","2020-08-17","en"
"dBBXnaKAH6j+18RpEBbhBK71JJ0zwtkh7IGR1QKsww=","dBBXnaKAH6j+18RpEBbhBK71JJ0zwtkh7IGR1QKsww=","dBBXnaKAH6j+18RpEBbhBK71JJ0zwtkh7IGR1QKsww=","44 Morgan Rd Melmoth ","","","1","31","2020-09-08","en"
"i50VENaSD8pXmUWclj5OmIDbWS32ZWzYHgy1mPqt4=","i50VENaSD8pXmUWclj5OmIDbWS32ZWzYHgy1mPqt4=","i50VENaSD8pXmUWclj5OmIDbWS32ZWzYHgy1mPqt4=","","","","0","0","2020-06-24","en"
"sv4abfII52vfpgn97Ut1np1MFeVarrM5uAeVHE7B4U=","sv4abfII52vfpgn97Ut1np1MFeVarrM5uAeVHE7B4U=","sv4abfII52vfpgn97Ut1np1MFeVarrM5uAeVHE7B4U=","","","","0","6","2020-06-25","en"
"HZLEPHHA7Q4O1paQ5E6Qs9Z0cedgIwEIbTAY8URjQQI=","HZLEPHHA7Q4O1paQ5E6Qs9Z0cedgIwEIbTAY8URjQQI=","HZLEPHHA7Q4O1paQ5E6Qs9Z0cedgIwEIbTAY8URjQQI=","781 Schoeman St Centurion","","","1","17","2020-08-21","en"
"cwL9Xk1o+GFIc5ms2Dip6RL8KOKD8CWUDxbbQJSr+fw=","cwL9Xk1o+GFIc5ms2Dip6RL8KOKD8CWUDxbbQJSr+fw=","cwL9Xk1o+GFIc5ms2Dip6RL8KOKD8CWUDxbbQJSr+fw=","","","","0","19","2020-06-15","en"
"HY9tExu8+pqBw6YVjIYNNZvdTZhApUKkilHCg5h25EA=","HY9tExu8+pqBw6YVjIYNNZvdTZhApUKkilHCg5h25EA=","HY9tExu8+pqBw6YVjIYNNZvdTZhApUKkilHCg5h25EA=","","","","0","2","2020-06-17","en"
"tUFgiox32Cczyqd7G4GoBg2WZgfsdEDQCfcean7R7jg=","tUFgiox32Cczyqd7G4GoBg2WZgfsdEDQCfcean7R7jg=","tUFgiox32Cczyqd7G4GoBg2WZgfsdEDQCfcean7R7jg=","","","","0","12","2020-09-03","en"
"Z+P1ZvPjRdxHx6QqrUMjOSpquKrgC0YFoFukIGs7S4=","Z+P1ZvPjRdxHx6QqrUMjOSpquKrgC0YFoFukIGs7S4=","Z+P1ZvPjRdxHx6QqrUMjOSpquKrgC0YFoFukIGs7S4=","First Ave Mafikeng 2752","","","8","58","2020-09-04","en"
"MKnSONs0F5oA2oduirfdXZeF6z4Zp47AFhPz2c81XQg=","MKnSONs0F5oA2oduirfdXZeF6z4Zp47AFhPz2c81XQg=","MKnSONs0F5oA2oduirfdXZeF6z4Zp47AFhPz2c81XQg=","948 Tait St Rustenburg","","","5","45","2020-06-26","en"
"cT9lYJI0QR0Ful3RxlT+cNrmwayrzjyajExcMeesBc=","cT9lYJI0QR0Ful3RxlT+cNrmwayrzjyajExcMeesBc=","cT9lYJI0QR0Ful3RxlT+cNrmwayrzjyajExcMeesBc=","","","","0","0","2020-06-24","en"
"M9mT8ENHYfRPGWL299JK8x0GH424qHbVo0sWsToPRE=","M9mT8ENHYfRPGWL299JK8x0GH424qHbVo0sWsToPRE=","M9mT8ENHYfRPGWL299JK8x0GH424qHbVo0sWsToPRE=","","wish u be happy :)","","11","80","2020-08-05","en"
"OaUERkc1A44OX3G25brYM+EUkivSuzjY+zqUllH0oD8=","OaUERkc1A44OX3G25brYM+EUkivSuzjY+zqUllH0oD8=","OaUERkc1A44OX3G25brYM+EUkivSuzjY+zqUllH0oD8=","","","","0","23","2020-10-16","en"
"hetY0qPAwZhhVo0hQrRZlwTvf6FlbTwyNTALLzJtJ6w=","hetY0qPAwZhhVo0hQrRZlwTvf6FlbTwyNTALLzJtJ6w=","hetY0qPAwZhhVo0hQrRZlwTvf6FlbTwyNTALLzJtJ6w=","Dar es Salaam","","","16","51","2020-07-28","en"
"DKWJtMfuwVZVX+79GeBQrIGr63i1E1fyU75QojfDDug=","DKWJtMfuwVZVX+79GeBQrIGr63i1E1fyU75QojfDDug=","DKWJtMfuwVZVX+79GeBQrIGr63i1E1fyU75QojfDDug=","","","","20","68","2020-07-20","en"
"C2ZJfQIw3dJXLcjWWyiCsnhgcjM7QgBcSzhR+V4ANA=","C2ZJfQIw3dJXLcjWWyiCsnhgcjM7QgBcSzhR+V4ANA=","C2ZJfQIw3dJXLcjWWyiCsnhgcjM7QgBcSzhR+V4ANA=","","","","0","0","2020-10-13","en"
"NwfUg4kn7cXuKFx5h+saQtA7vgKai0ZZYEYfTEY=","NwfUg4kn7cXuKFx5h+saQtA7vgKai0ZZYEYfTEY=","NwfUg4kn7cXuKFx5h+saQtA7vgKai0ZZYEYfTEY=","Plane St Idutywa 5007","","","0","33","2020-09-03","en"
"4OOMqX9Bn3zaeS+lLZ6a3nmH8nn3bsxquh8xu5D+Dgc=","4OOMqX9Bn3zaeS+lLZ6a3nmH8nn3bsxquh8xu5D+Dgc=","4OOMqX9Bn3zaeS+lLZ6a3nmH8nn3bsxquh8xu5D+Dgc=","","","","0","0","2020-06-23","en"
"IBkwhMtKDsCla3B2H9ce6QT6tHHvGESyc5puh7CpM4=","IBkwhMtKDsCla3B2H9ce6QT6tHHvGESyc5puh7CpM4=","IBkwhMtKDsCla3B2H9ce6QT6tHHvGESyc5puh7CpM4=","Morgan Rd Empangeni","","","2","62","2020-08-26","en"
"Yd1FV63o4ILmp5IRT9F4vhCMZwjMEondboTBQB+VQ=","Yd1FV63o4ILmp5IRT9F4vhCMZwjMEondboTBQB+VQ=","Yd1FV63o4ILmp5IRT9F4vhCMZwjMEondboTBQB+VQ=","","","","0","11","2020-10-12","en"
"2xtQscXMkNaXEaZVFvoyAQ8WRZKDcrmy2+dmtaQLKmk=","2xtQscXMkNaXEaZVFvoyAQ8WRZKDcrmy2+dmtaQLKmk=","2xtQscXMkNaXEaZVFvoyAQ8WRZKDcrmy2+dmtaQLKmk=","","","","0","21","2020-09-04","en"
"hhYsh++6UDTGwe8ADEVofQpWqiJ6bzjb+kKz3yW7oY=","hhYsh++6UDTGwe8ADEVofQpWqiJ6bzjb+kKz3yW7oY=","hhYsh++6UDTGwe8ADEVofQpWqiJ6bzjb+kKz3yW7oY=","766 Gray Pl Ntokozweni","","","10","66","2020-06-25","en"
"BU6Qm0D9iIR7JVUINVFtzwo+30AglA2Dc+34Gclqbhk=","BU6Qm0D9iIR7JVUINVFtzwo+30AglA2Dc+34Gclqbhk=","BU6Qm0D9iIR7JVUINVFtzwo+30AglA2Dc+34Gclqbhk=","","","","1","0","2020-03-12","en"
"4eO0gXwjaP9vTQFoXuYyMIrHzz2nSqUkOA7zmaZUJw=","4eO0gXwjaP9vTQFoXuYyMIrHzz2nSqUkOA7zmaZUJw=","4eO0gXwjaP9vTQFoXuYyMIrHzz2nSqUkOA7zmaZUJw=","","","","1","35","2020-09-15","en"
"3qc3+gahbaKmBbzkLsRU+LIi9A9ALEnjk7hIUlMHmZw=","3qc3+gahbaKmBbzkLsRU+LIi9A9ALEnjk7hIUlMHmZw=","3qc3+gahbaKmBbzkLsRU+LIi9A9ALEnjk7hIUlMHmZw=","","","","0","3","2020-06-17","en"
"JDB6zMA3nnnNFEvCsGD0sZ6Oii4kA2YzkfIWXDt8RI=","JDB6zMA3nnnNFEvCsGD0sZ6Oii4kA2YzkfIWXDt8RI=","JDB6zMA3nnnNFEvCsGD0sZ6Oii4kA2YzkfIWXDt8RI=","","","","0","0","2020-06-17","en"
"ZYW7YCPewVKERGvx5GEesDWFP2QFxE9OicTO4NAIGyc=","ZYW7YCPewVKERGvx5GEesDWFP2QFxE9OicTO4NAIGyc=","ZYW7YCPewVKERGvx5GEesDWFP2QFxE9OicTO4NAIGyc=","","","","0","3","2020-06-15","en"
"kSgyolP05pAANBcJlbRQ++IH8uzP4OHjSAWCsB55alY=","kSgyolP05pAANBcJlbRQ++IH8uzP4OHjSAWCsB55alY=","kSgyolP05pAANBcJlbRQ++IH8uzP4OHjSAWCsB55alY=","117 Church St Pretoria","","","7","56","2020-09-09","en"
"V3CzfxZDkWcy8VEMPULU7NVClSGCJAWxCa0tc5R9dw=","V3CzfxZDkWcy8VEMPULU7NVClSGCJAWxCa0tc5R9dw=","V3CzfxZDkWcy8VEMPULU7NVClSGCJAWxCa0tc5R9dw=","","","","157","137","2020-07-29","en"
"VZTTElkItCnaDOddfRMOL0T6awt9+bp3MnodREbMITo=","VZTTElkItCnaDOddfRMOL0T6awt9+bp3MnodREbMITo=","VZTTElkItCnaDOddfRMOL0T6awt9+bp3MnodREbMITo=","","","","0","12","2020-09-09","en"
"RZMxcsrzzWv5l5xR0BIrwTmmieCM4iR8J76iPJCVQ=","RZMxcsrzzWv5l5xR0BIrwTmmieCM4iR8J76iPJCVQ=","RZMxcsrzzWv5l5xR0BIrwTmmieCM4iR8J76iPJCVQ=","","","","1","7","2020-06-19","en"
"JaS+aWDtM4OjahvlkQQSgkHhIP0IBbmian10NhGLhA=","JaS+aWDtM4OjahvlkQQSgkHhIP0IBbmian10NhGLhA=","JaS+aWDtM4OjahvlkQQSgkHhIP0IBbmian10NhGLhA=","256 Bo Meul St Fish Hoek","","","0","20","2020-07-20","en"
"hpf3ZpxanueM4EyOkB1rSsvr89JCiQUF5O6KwJVnrng=","hpf3ZpxanueM4EyOkB1rSsvr89JCiQUF5O6KwJVnrng=","hpf3ZpxanueM4EyOkB1rSsvr89JCiQUF5O6KwJVnrng=","","","","0","2","2020-06-24","en"
"6Zn+Jypf8DqmE7LmVdupQb5QvPLnCpWpfTf4R6OXURA=","6Zn+Jypf8DqmE7LmVdupQb5QvPLnCpWpfTf4R6OXURA=","6Zn+Jypf8DqmE7LmVdupQb5QvPLnCpWpfTf4R6OXURA=","","","","0","0","2020-06-24","en"
"RZVS19QFLc6Dh8M33JEFpudEUk4ZIWiUtw1fPSWCU=","RZVS19QFLc6Dh8M33JEFpudEUk4ZIWiUtw1fPSWCU=","RZVS19QFLc6Dh8M33JEFpudEUk4ZIWiUtw1fPSWCU=","","","","0","0","2020-06-17","en"
"WnvMwP+5ga4MzT5mve6lG6MymhB+bFdJO8V0J+Rf3jo=","WnvMwP+5ga4MzT5mve6lG6MymhB+bFdJO8V0J+Rf3jo=","WnvMwP+5ga4MzT5mve6lG6MymhB+bFdJO8V0J+Rf3jo=","","done with U (finally)","","1","24","2020-08-05","en"
"o6BgHwYyerOJdfozwvFS2BGCUsMGeoEn3k9zoPb7eSQ=","o6BgHwYyerOJdfozwvFS2BGCUsMGeoEn3k9zoPb7eSQ=","o6BgHwYyerOJdfozwvFS2BGCUsMGeoEn3k9zoPb7eSQ=","","","","0","0","2020-06-17","en"
"tla6trAqvNNvDkF9Xn1A2YlEHd95P6cDE7Pic+bvWBw=","tla6trAqvNNvDkF9Xn1A2YlEHd95P6cDE7Pic+bvWBw=","tla6trAqvNNvDkF9Xn1A2YlEHd95P6cDE7Pic+bvWBw=","Marconi St Tshiawelo 1819","","","2","35","2020-09-03","en"
"nYArz3v6PKfxQqwPhtwBOhv1Q6ISpiiE4Mhps9Fx8eU=","nYArz3v6PKfxQqwPhtwBOhv1Q6ISpiiE4Mhps9Fx8eU=","nYArz3v6PKfxQqwPhtwBOhv1Q6ISpiiE4Mhps9Fx8eU=","1711 Kort St Prieska","","","9","27","2020-07-01","en"
"n3YscSEVAxEcFhEaS6jtKLEIUhO+hAONP1rYvQ4PcBY=","n3YscSEVAxEcFhEaS6jtKLEIUhO+hAONP1rYvQ4PcBY=","n3YscSEVAxEcFhEaS6jtKLEIUhO+hAONP1rYvQ4PcBY=","","","","0","0","2020-08-26","en"
"wV8POVMn8AsvYr3XFrcpO0K+hhtduYlUxs4VmU69w=","wV8POVMn8AsvYr3XFrcpO0K+hhtduYlUxs4VmU69w=","wV8POVMn8AsvYr3XFrcpO0K+hhtduYlUxs4VmU69w=","","","","0","3","2020-06-10","en"
