awsOrigin,state,domain,lat,lng,locationVerified,httpResponseCode,contentLength,facebookUrl,siteName,twitterUsername,itunesAppStoreUrl,twitterAccountCreatedAt,twitterUserId,twitterFollowers,twitterFollowing,twitterTweets,siteOperator
192.104.183.109,martinsvillebulletin.com,,,,,429,17,,mvillebulletin,,,,,,,
192.104.183.109,gazette.com,,,,,429,17,,csgazette,,,,,,,
192.104.183.209,kndo.com,,,,,429,17,,,,,,,,,
50.63.202.86,thegraphicweekly.com,,,,,,,,,,,,,,,
192.104.183.109,sun-heraldclassifieds.com,,,,,429,17,,,,,,,,,
192.104.183.209,theflume.com,,,,,301,2677,,,,,,,,,
192.104.183.109,hillsborobanner.com,,,,,301,2499,,,,,,,,,
192.104.183.109,carrollspaper.com,,,,,429,17,,,,,,,,,
192.104.183.109,charkoosta.com,,,,,301,2621,,,,,,,,,
192.104.183.109,coloradopolitics.com,,,,,429,17,,,,,,,,,
192.104.183.109,coastobx.com,,,,,429,17,,coastobx,,,,,,,
192.104.183.209,douglasneighbor.com,,,,,301,0,,,,,,,,,
192.104.183.109,mooco.com,,,,,,,,,,,,,,,
192.104.183.109,pvvt.com,,,,,429,17,,,,,,,,,
192.104.183.109,timescitizen.com,,,,,301,2687,,,,,,,,,
192.104.183.209,cobbbusinessjournal.com,,,,,301,0,,,,,,,,,
192.104.183.109,thechronicle-news.com,,,,,301,2642,,,,,,,,,
192.104.183.109,owasso-world.com,,,,,,,,,,,,,,,
192.104.183.109,kpcnews.com,,,,,429,17,,kpcnews,,,,,,,
192.104.183.109,timesdispatch.com,,,,,301,0,,,,,,,,,
66.228.60.224,tmnews.com,,,,,,,,,,,,,,,
192.104.183.109,crossroadsnews.com,,,,,404,13,,,,,,,,,
192.104.183.109,1015thekid.com,,,,,404,13,,,,,,,,,
192.104.183.109,coastalview.com,,,,,301,2624,,,,,,,,,
192.104.183.109,kodiakdailymirror.com,,,,,301,2700,,,,,,,,,
50.63.202.73,nemsdj.com,,,,,,,,,,,,,,,
192.104.183.109,postbulletin.com,,,,,404,2901,,pb_news/,,,,,,,
192.104.183.109,minicassia.com,,,,,301,2621,,,,,,,,,
192.104.183.109,theeastside.news,,,,,404,13,,,,,,,,,
50.63.202.74,pnnhealthcareconnect.com,,,,,,,,,,,,,,,
192.104.183.109,coloradopressassociation.co,,,,,301,0,,,,,,,,,
192.104.183.109,thecentersquare.com,,,,,429,17,,,,,,,,,
192.104.183.109,nshi-life.net,,,,,,,,,,,,,,,
192.104.183.109,nshi-life.us,,,,,,,,,,,,,,,
192.104.183.109,thepauwwow.org,,,,,301,2621,,,,,,,,,
192.104.183.109,wallingfordatticus.com,,,,,,,,,,,,,,,
64.111.117.83,eastofseattle.news,,,,,404,-1,,,,,,,,,
192.104.183.109,vanderbilthustlerarchives.com,,,,,404,13,,,,,,,,,
192.104.183.109,wamegotimes.com,,,,,301,3293,,,,,,,,,
192.104.183.109,highlandsnewssun.com,,,,,404,2310,,,,,,,,,
192.104.183.109,manoanow.org,,,,,301,2677,,,,,,,,,
192.104.183.109,winterhavensun.com,,,,,429,17,,,,,,,,,
192.104.183.109,dailynews.vi,,,,,301,0,,,,,,,,,
50.63.202.34,bentongazette.com,,,,,,,,,,,,,,,
192.104.183.109,ifiberonenewsradio.com,,,,,301,2645,,,,,,,,,
192.104.183.109,nicholsonstudentmedia.com,,,,,301,2654,,,,,,,,,
192.104.183.109,coloradopressassociation.info,,,,,301,0,,,,,,,,,
192.104.183.109,readitfreenwmo.com,,,,,,,,,,,,,,,
192.104.183.109,bigbluemarketplace.com,,,,,301,0,,,,,,,,,
192.104.183.109,wspynews.com,,,,,301,2679,,,,,,,,,
18.211.9.206,wfgazette.com,,,,,,,,,,,,,,,
192.104.183.209,dailynewsandmore.com,,,,,301,2639,,,,,,,,,
192.104.183.109,pentictonherald.ca,,,,,301,3307,,,,,,,,,
192.104.183.109,insidebizleadership.com,,,,,,,,,,,,,,,
192.104.183.109,pdkidsatplay.com,,,,,,,,,,,,,,,
192.104.183.109,lakecitynewsandpost.com,,,,,301,0,,,,,,,,,
192.104.183.109,hemingwayobserver.com,,,,,301,0,,,,,,,,,
192.104.183.109,hartsvillemessenger.com,,,,,301,0,,,,,,,,,
192.104.183.109,scnow.com,,,,,429,17,,,,,,,,,
192.104.183.109,classifiedpeedee.com,,,,,301,0,,,,,,,,,
204.11.56.48,madisonatticus.com,,,,,,,,,,,,,,,
192.104.183.109,kaleo.org,,,,,301,0,,,,,,,,,
192.104.183.109,videtteonline.com,,,,,301,2692,,,,,,,,,
192.104.183.109,tulsaworldautos.com,,,,,301,0,,,,,,,,,
192.104.183.109,workitrichmond.com,,,,,301,0,,,,,,,,,
192.104.183.209,wdrb.com,,,,,429,17,,WDRBNews/,,,,,,,
69.164.223.52,ruidosofreepress.com,,,,,,,,,,,,,,,
192.104.183.109,starkvilledailynews.com,,,,,429,17,,StarkvilleDaily,,,,,,,
192.104.183.109,lodienterpriseonline.com,,,,,,,,,,,,,,,
192.104.183.209,lodienews.com,,,,,301,0,,,,,,,,,
184.168.131.241,lockportbugle.com,,,,,301,-1,,,,,,,,,
192.104.183.109,westernfrontonline.net,,,,,404,13,,,,,,,,,
54.83.35.127,mymix967.com,,,,,,,,,,,,,,,
192.104.183.109,southwestsenior.com,,,,,301,0,,,,,,,,,
192.104.183.109,southernmedinapost.com,,,,,301,0,,,,,,,,,
192.104.183.109,southern-advocate.com,,,,,301,0,,,,,,,,,
192.104.183.109,southbendtribune.com,,,,,429,17,,SBTribune,,,,,,,
192.104.183.109,livewellnebraska.com,,,,,301,0,,,,,,,,,
192.104.183.109,miltonwisconsinnews.com,,,,,,,,,,,,,,,
192.104.183.109,miltonwinews.com,,,,,,,,,,,,,,,
192.104.183.109,miltonenews.com,,,,,,,,,,,,,,,
192.104.183.109,miltoncourieronline.com,,,,,301,0,,,,,,,,,
192.104.183.209,owatonna.com,,,,,301,0,,,,,,,,,
192.104.183.109,midlothianexchange.com,,,,,301,0,,,,,,,,,
192.104.183.109,stpeterherald.com,,,,,301,0,,,,,,,,,
192.104.183.109,tippah360.com,,,,,301,0,,,,,,,,,
192.104.183.109,poynettepress.com,,,,,301,0,,,,,,,,,
192.104.183.109,poynetteenews.com,,,,,,,,,,,,,,,
192.104.183.209,saintongecommunity.com,,,,,301,0,,,,,,,,,
192.104.183.109,maqnews.com,,,,,404,2289,,sentinel_press,,,,,,,
192.104.183.109,newsminer.com,,,,,429,17,,,,,,,,,
192.104.183.109,newsandrecord.com,,,,,301,0,,,,,,,,,
192.104.183.109,nortonpost.com,,,,,301,0,,,,,,,,,
192.104.183.109,northwestgeorgianews.com,,,,,429,17,,,,,,,,,
192.104.183.209,northfieldnews.com,,,,,301,0,,,,,,,,,
192.104.183.109,northernwaynepost.com,,,,,301,0,,,,,,,,,
192.104.183.109,greene-news.com,,,,,301,0,,,,,,,,,
192.104.183.109,greenecountymessenger.com,,,,,301,0,,,,,,,,,
184.168.131.241,ruralvirginian.com,,,,,301,-1,,,,,,,,,
