location,lat,lng
nigeria,8.534914481922758,4.881728763234939
nigeria,10.995061504909247,7.604924148206012
nigeria,11.993905693487083,11.335517094721475
nigeria,8.016439499436823,6.653795143255115
nigeria,12.45274658043021,7.137267812624115
nigeria,7.245858592747521,3.2131578340295492
nigeria,11.14165815210447,7.189317640644639
nigeria,11.857208993704182,7.848329000293971
nigeria,12.820900045817904,12.850541779085276
nigeria,10.173146161055133,9.305328067728006
nigeria,6.823404850483828,4.611850606870163
nigeria,8.018954585704408,6.0268974058017974
nigeria,12.546965779663195,4.656917797811404
nigeria,9.316922662075129,10.941498842323885
nigeria,5.5851261933282945,7.236021769966551
nigeria,9.036604337414618,7.704318982595593
nigeria,7.83763089455811,6.538332798259163
nigeria,5.410185196493685,6.611409169205321
nigeria,7.120740900855696,11.124601136217175
nigeria,9.483133612171208,5.676485533363999
nigeria,12.388451474265782,12.06629099800859
nigeria,9.983824003018153,10.424955264618987
nigeria,7.545132639297153,9.598328317811097
nigeria,7.131436876276938,4.852832181164865
nigeria,10.93119774723935,6.000011378567573
nigeria,8.567691240047791,10.256992235317934
nigeria,9.747578792629813,10.838683684985174
nigeria,7.769857953738951,6.5695259246853785
nigeria,5.85805585302868,7.411532551695982
nigeria,12.096301505593479,12.188219045614106
nigeria,5.230165440398262,5.5228451131769
nigeria,10.726459352735318,6.28120662052925
