awsOrigin,domain,state,lat,lng,locationVerified,httpResponseCode,contentLength,facebookUrl,siteName,twitterUsername,itunesAppStoreUrl,twitterAccountCreatedAt,twitterUserId,twitterFollowers,twitterFollowing,twitterTweets,siteOperator,twitterSuspended
3.82.80.110,southgwinnettnews.com,GA,33.92,-84.02,0,200,56461,https://www.facebook.com/South-Gwinnett-News-109434227407559/,South Gwinnett News,,,,,,,,Metric Media,
3.82.80.110,southlaketoday.com,FL,28.7,-81.78,0,200,-1,https://www.facebook.com/South-Lake-Today-104161574274877/,South Lake Today,,,,,,,,Metric Media,
3.82.80.110,southmecklenburgnews.com,NC,35.26,-80.85,0,200,83541,https://www.facebook.com/South-Mecklenburg-News-100968904641995/,South Mecklenburg News,,,,,,,,Metric Media,
3.82.80.110,southmianews.com,FL,25.55,-80.63,0,200,77745,https://www.facebook.com/South-Miami-Dade-News-105752254320672/,South Miami-Dade News,,,,,,,,Metric Media,
3.82.80.110,southncnews.com,NC,35.76,-79.02,0,200,80501,https://www.facebook.com/South-North-Carolina-News-108664537201551/,South North Carolina News,,,,,,,,Metric Media,
3.82.80.110,southnewcastlenews.com,DE,39.66,-75.57,0,200,-1,https://www.facebook.com/South-New-Castle-News-103651217716865/,South New Castle News,,,,,,,,Metric Media,
34.236.176.60,southorlandonews.com,FL,28.54,-81.38,0,200,75238,https://www.facebook.com/South-Orlando-News-108189620740779/,South Orlando News,,,,,,,,Metric Media,
3.82.80.110,southpalmbeachtoday.com,FL,26.71,-80.04,0,200,76165,https://www.facebook.com/South-Palm-Beach-Today-110516757171338/,South Palm Beach Today,,,,,,,,Metric Media,
34.236.176.60,southpinellastimes.com,FL,27.88,-82.78,0,200,73911,https://www.facebook.com/South-Pinellas-Times-107767730783677/,South Pinellas Times,,,,,,,,Metric Media,
34.236.176.60,southraleighnews.com,NC,35.78,-78.64,0,200,81524,https://www.facebook.com/South-Raleigh-News-122305189162080/,South Raleigh News,,,,,,,,Metric Media,
3.82.80.110,southsidevanews.com,VA,37.07,-77.95,0,200,55907,https://www.facebook.com/Southside-VA-News-103267471347511/,Southside VA News,,,,,,,,Metric Media,
34.236.176.60,southtidewaternews.com,VA,37.85,-76.7,0,200,53302,https://www.facebook.com/South-Tidewater-News-113083563687015/,South Tidewater News,,,,,,,,Metric Media,
3.82.80.110,southtrianglenews.com,NC,35.9,-78.86,0,200,79941,https://www.facebook.com/South-Triangle-News-119493679447597/,South Triangle News,,,,,,,,Metric Media,
34.236.176.60,southwinstonsalemnews.com,NC,36.1,-80.24,0,200,79988,https://www.facebook.com/South-Winston-Salem-News-119205412808145/,South Winston Salem News,,,,,,,,Metric Media,
3.82.80.110,spartanburgreporter.com,SC,34.95,-81.93,0,200,50766,https://www.facebook.com/Spartanburg-Reporter-109526537388407/,Spartanburg Reporter,,,,,,,,Metric Media,
34.236.176.60,stpetestandard.com,FL,27.77,-82.64,0,200,75975,https://www.facebook.com/St-Pete-Standard-101362458097532/,St. Pete Standard,,,,,,,,Metric Media,
3.82.80.110,sumtertimes.com,FL,28.67,-82.08,0,200,76975,https://www.facebook.com/Sumter-Times-112794503607333/,Sumter Times,,,,,,,,Metric Media,
3.82.80.110,sunshinesentinel.com,FL,26.06,-80.29,0,200,72877,https://www.facebook.com/Sun-Shine-Sentinel-113970290155891/,Sun Shine Sentinel,,,,,,,,Metric Media,
34.236.176.60,sussexreview.com,DE,38.65,-75.43,0,200,62707,https://www.facebook.com/Sussex-Review-111264033622037/,Sussex Review,,,,,,,,Metric Media,
34.236.176.60,swgeorgianews.com,GA,32.17,-82.9,0,200,61353,https://www.facebook.com/SW-Georgia-News-105995501090149/,SW Georgia News,,,,,,,,Metric Media,
34.236.176.60,swvirginianews.com,VA,37.43,-78.66,0,200,56333,https://www.facebook.com/SW-Virginia-News-111159970547575/,SW Virginia News,,,,,,,,Metric Media,
34.236.176.60,tallahasseesun.com,FL,30.44,-84.28,0,200,78933,https://www.facebook.com/Tallahassee-Sun-116003546615628/,Tallahassee Sun,,,,,,,,Metric Media,
34.236.176.60,tamparepublic.com,FL,27.95,-82.46,0,200,78150,https://www.facebook.com/Tampa-Republic-102154311350118/,Tampa Republic,,,,,,,,Metric Media,
34.236.176.60,treasurecoastsun.com,FL,27.25,-80.36,0,200,73102,https://www.facebook.com/Treasure-Coast-Sun-115960026620696/,Treasure Coast Sun,,,,,,,,Metric Media,
34.236.176.60,upperwestscnews.com,SC,34.33,-82.39,0,200,54550,https://www.facebook.com/Upper-West-SC-News-111769307161787/,Upper West SC News,,,,,,,,Metric Media,
34.236.176.60,upstatescnews.com,SC,34.83,-82.3,0,200,54134,https://www.facebook.com/Upstate-SC-News-102850744731659/,Upstate SC News,,,,,,,,Metric Media,
3.82.80.110,warnerrobinstoday.com,GA,32.61,-83.62,0,200,58057,https://www.facebook.com/Warner-Robins-Today-109561697394883/,Warner Robins Today,,,,,,,,Metric Media,
34.236.176.60,wcgeorgianews.com,GA,32.17,-82.9,0,200,57227,https://www.facebook.com/WC-Georgia-News-106836087671386/,WC Georgia News,,,,,,,,Metric Media,
34.236.176.60,westatlantanews.com,GA,33.75,-84.39,0,200,56128,https://www.facebook.com/West-Atlanta-News-105346744489776/,West Atlanta News,,,,,,,,Metric Media,
34.236.176.60,westflnews.com,FL,27.66,-81.52,0,200,76008,https://www.facebook.com/West-Florida-News-101186351449177/,West Florida News,,,,,,,,Metric Media,
3.82.80.110,westhillsboroughnews.com,FL,27.99,-82.3,1,200,76112,https://www.facebook.com/West-Hillsborough-News-100343358202316/,West Hillsborough News,,,,,,,,Metric Media,
34.236.176.60,westlakenormannews.com,NC,35.5,-80.92,0,200,78270,https://www.facebook.com/West-Lake-Norman-News-105785764154777/,West Lake Norman News,,,,,,,,Metric Media,
3.82.80.110,westnovanews.com,VA,38.83,-77.24,0,200,57810,https://www.facebook.com/West-Nova-News-110272540638091/?ref=br_rs,West Nova News,,,,,,,,Metric Media,
3.82.80.110,westvolusianews.com,FL,29.03,-81.08,0,200,72920,https://www.facebook.com/West-Volusia-News-110754067147150/,West Volusia News,,,,,,,,Metric Media,
3.82.80.110,westwakenews.com,NC,35.8,-78.57,0,200,79307,https://www.facebook.com/West-Wake-News-103362967734059/,West Wake News,,,,,,,,Metric Media,
34.236.176.60,williamsburgsun.com,VA,37.27,-76.71,0,200,57408,https://www.facebook.com/Williamsburg-Sun-100165048333608,Williamsburg Sun,,,,,,,,Metric Media,
3.82.80.110,winstonsalemtimes.com,NC,36.1,-80.24,0,200,78559,https://www.facebook.com/Winston-Salem-Times-106600967406055/,Winston Salem Times,,,,,,,,Metric Media,
3.82.80.110,wvheartlandnews.com,WV,38.43,-81.11,0,200,48277,https://www.facebook.com/WV-Heartland-News-111773573817586/,WV Heartland News,,,,,,,,Metric Media,
3.82.80.110,yadkinvalleynews.com,NC,36.02,-81.49,0,200,79530,https://www.facebook.com/Yadkin-Valley-News-123089249083536/,Yadkin Valley News,,,,,,,,Metric Media,
3.82.80.110,abilenetimes.com,TX,32.45,-99.73,0,200,77592,https://www.facebook.com/Abilene-Times-101477374745104/,Abilene Times,,,,,,,,Metric Media,
3.82.80.110,amarillogazette.com,TX,35.22,-101.83,0,200,75070,https://www.facebook.com/Amarillo-Gazette-113110823565550/,Amarillo Gazette,,,,,,,,Metric Media,
34.236.176.60,auburntimes.com,AL,32.61,-85.48,0,200,58281,https://www.facebook.com/Auburn-Times-102824481373598/,Auburn Times,,,,,,,,Metric Media,
3.82.80.110,austintxnews.com,TX,30.27,-97.74,0,200,81266,https://www.facebook.com/Austin-News-111963487015004/,Austin News,,,,,,,,Metric Media,
3.82.80.110,baldwintimes.com,AL,30.6,-87.78,0,200,54492,https://www.facebook.com/Baldwin-Times-100581474935309/,Baldwin Times,,,,,,,,Metric Media,
3.82.80.110,batonrougereporter.com,LA,30.45,-91.19,0,200,57110,https://www.facebook.com/Baton-Rouge-Reporter-101666171550864,Baton Rouge Reporter,,,,,,,,Metric Media,
3.82.80.110,bentontimes.com,AR,34.56,-92.59,0,200,59994,https://www.facebook.com/Benton-Times-109850614002303/,Benton Times,,,,,,,,Metric Media,
3.82.80.110,bluegrasstimes.com,KY,37.68,-84.26,1,200,66733,https://business.facebook.com/Bluegrass-Times-105734507479060/?business_id=898179107217559,Bluegrass Times,,,,,,,,Metric Media,
34.236.176.60,bowlinggreentoday.com,KY,36.97,-86.48,0,200,68815,https://business.facebook.com/Bluegrass-Times-105734507479060/?business_id=898179107217559,Bowling Green Today,,,,,,,,Metric Media,
34.236.176.60,centrallouisiananews.com,LA,30.98,-91.96,0,200,54279,https://www.facebook.com/Central-Louisiana-News-104154594631379/,Central Louisiana News,,,,,,,,Metric Media,
3.82.80.110,centraltxnews.com,TX,31.97,-99.9,0,200,79347,https://www.facebook.com/North-Austin-News-113355283540833/,Central Texas News,,,,,,,,Metric Media,
34.236.176.60,centroplexnews.com,TX,31.57,-97.11,0,200,78689,https://www.facebook.com/Centroplex-News-114081190134318/,Centroplex News,,,,,,,,Metric Media,
34.236.176.60,clarksvilletimes.com,TN,36.53,-87.36,0,200,53662,https://www.facebook.com/Clarksville-Times-104312657876229/,Clarksville Times,,,,,,,,Metric Media,
3.82.80.110,collintimes.com,TX,33.18,-96.49,0,200,76193,https://www.facebook.com/Collin-Times-113122380231487/,Collin Times,,,,,,,,Metric Media,
34.236.176.60,conchovalleynews.com,TX,31.42,-100.48,0,200,77501,https://www.facebook.com/Concho-Valley-News-106050100946717/,Concho Valley News,,,,,,,,Metric Media,
3.82.80.110,corpuschristisun.com,TX,27.8,-97.4,0,200,78894,https://www.facebook.com/Corpus-Christi-Sun-107216310826748/,Corpus Christi Sun,,,,,,,,Metric Media,
34.236.176.60,dallascitywire.com,TX,32.78,-96.8,0,200,80172,https://www.facebook.com/Dallas-City-Wire-109725597242974/,Dallas City Wire,,,,,,,,Metric Media,
3.82.80.110,decaturtimes.com,AL,34.61,-86.98,0,200,66136,https://www.facebook.com/Decatur-Times-110230043957609/,Decatur Times,,,,,,,,Metric Media,
34.236.176.60,eastdfwnews.com,TX,32.9,-97.04,0,200,80324,https://www.facebook.com/East-DFW-News-100726804820393/?ref=search&amp;__tn__=%2Cd%2CP-R&amp;eid=ARBPzptFbojamco29Pi6uf5TTgzt-jkUATmbuGiFIUkpQVFl3isjjZt6rTyPdh6-2VWiqDmFpo4nwVAm,East DFW News,,,,,,,,Metric Media,
3.82.80.110,easthoustonnews.com,TX,29.76,-95.37,0,200,76682,https://www.facebook.com/East-Houston-News-110795343798587/?__tn__=%2Cd%2CP-R&amp;eid=ARCEOGIEzOwcAMRl49SWO_ef4UZoUynFMxCewVjIdRDLd3Hqiw41LlYjo7d2xcL_D1aEFitK_cvHzQf7,East Houston News,,,,,,,,Metric Media,
3.82.80.110,eastkentuckytimes.com,KY,37.84,-84.27,0,200,70854,https://business.facebook.com/East-Kentucky-Times-111352810245930/?business_id=898179107217559,East Kentucky Times,,,,,,,,Metric Media,
34.236.176.60,eastlittlerocktimes.com,AR,34.75,-92.29,0,200,52895,https://www.facebook.com/East-Little-Rock-Times-103620421299833/,East Little Rock Times,,,,,,,,Metric Media,
34.236.176.60,eastlouisvillenews.com,KY,38.25,-85.76,0,200,69834,https://business.facebook.com/East-Louisville-News-105968707454981/?business_id=898179107217559,East Louisville News,,,,,,,,Metric Media,
34.236.176.60,eastpennyroyalnews.com,KY,37.49,-85,0,200,67323,https://business.facebook.com/East-Pennyroyal-News-100193101372622/?business_id=898179107217559,East Pennyroyal News,,,,,,,,Metric Media,
3.82.80.110,eastrgvnews.com,TX,26.2,-97.68,0,200,77057,https://www.facebook.com/East-RGV-News-112434010299160/?__tn__=%2Cd%2CP-R&amp;eid=ARDUxrEu1kA5OH_c5MebBd56veFPFnDtGy-Afw2vNdKIk5QxuXuTsHYmgM94s9xlHxgW-WF-Y6Sy5nAm,East RGV News,,,,,,,,Metric Media,
34.236.176.60,ecalabamanews.com,AL,34.22,-87.01,0,200,56898,https://www.facebook.com/East-Central-Alabama-News-100939191565361/,East Central Alabama News,,,,,,,,Metric Media,
34.236.176.60,ecmissnews.com,MS,32.35,-89.4,0,200,48838,,EC Mississippi News,,,,,,,,Metric Media,
3.82.80.110,ectexasnews.com,TX,30.29,-97.67,0,200,80227,https://www.facebook.com/East-Central-Texas-News-103315387889660/,East Central Texas News,,,,,,,,Metric Media,
34.236.176.60,elizabethtowntimes.com,KY,37.7,-85.86,0,200,70510,https://business.facebook.com/Elizabethtown-Times-102532901135113/?business_id=898179107217559,Elizabethtown Times,,,,,,,,Metric Media,
34.236.176.60,elpasostandard.com,TX,31.76,-106.49,0,200,81317,https://www.facebook.com/El-Paso-Standard-113657843508876/?__tn__=%2Cd%2CP-R&amp;eid=ARBAbBikooUu65Txn74eAjq9Ji1nqwseV-BUlfBrr4qnNVY2bOPbGT6Xk11K1IRoSTeBVumDreo-9Esz,El Paso Standard,,,,,,,,Metric Media,
34.236.176.60,farwesttxnews.com,TX,31.97,-99.9,0,200,75187,https://www.facebook.com/Far-West-Texas-News-103833714503324/,Far West Texas News,,,,,,,,Metric Media,
3.82.80.110,fayettevillestandard.com,AR,36.08,-94.17,0,200,61395,https://www.facebook.com/Fayetteville-Standard-101798934817814/,Fayetteville Standard,,,,,,,,Metric Media,
34.236.176.60,floridaparishnews.com,LA,30.5,-90.24,0,200,56091,https://www.facebook.com/Florida-Parish-News-114272646942434/,Florida Parish News,,,,,,,,Metric Media,
34.236.176.60,forestcountrynews.com,TX,31.52,-95.01,0,200,76259,https://www.facebook.com/Forest-Country-News-109352147083231/?ref=search&amp;__tn__=%2Cd%2CP-R&amp;eid=ARCqOa-bW5PdxVXY208m-l2EbQQ6on5nxi31eGxix47zpYh0SRmXFQtvx3QlJjCmp1RlWLO2S3Gf-Tjg,Forest Country News,,,,,,,,Metric Media,
3.82.80.110,fortsmithtimes.com,AR,35.39,-94.4,0,200,63761,https://www.facebook.com/Fort-Smith-Times-112269270423597/,Fort Smith Times,,,,,,,,Metric Media,
3.82.80.110,ftworthtimes.com,TX,32.76,-97.33,0,200,79926,https://www.facebook.com/Ft-Worth-Times-108367200712125/?__tn__=%2Cd%2CP-R&amp;eid=ARAC0_j7m1eyBsqGuRYFcaO2Lfx-ocRNtgd9JH4G7OBtEjNFDtSuhhk2FPaG9NJ4y9tTeHEJ-1LqnKcO,Ft Worth Times,,,,,,,,Metric Media,
3.82.80.110,gadsdentoday.com,AL,34.01,-86.01,0,200,56771,https://www.facebook.com/Gadsden-Today-111204723858238/,Gadsden Today,,,,,,,,Metric Media,
34.236.176.60,graysontimes.com,TX,33.71,-96.66,0,200,77634,https://www.facebook.com/Grayson-Times-106289574253998/,Grayson Times,,,,,,,,Metric Media,
3.82.80.110,gtrtimes.com,MS,33.49,-88.66,0,200,50584,,GTR Times,,,,,,,,Metric Media,
34.236.176.60,hamiltonreporter.com,TN,35.16,-85.15,0,200,56893,https://www.facebook.com/Hamilton-Reporter-103378807970683/,Hamilton Reporter,,,,,,,,Metric Media,
3.82.80.110,hillcountrychronicle.com,TX,29.95,-99.04,0,200,77384,https://www.facebook.com/Hill-Country-Chronicle-114610563411881/?__tn__=%2Cd%2CP-R&amp;eid=ARCth6xnsxhh1Tuw3h4onDNvBZWGllov-3n5yg6JECTSZSNTemiD42UXa5zF1JMIFG7e53aX7V6lMzJA,Hill Country Chronicle,,,,,,,,Metric Media,
3.82.80.110,hindstoday.com,MS,32.26,-90.37,0,200,52006,,Hinds Today,,,,,,,,Metric Media,
34.236.176.60,hopkinsvilletimes.com,KY,36.87,-87.49,0,200,67804,https://business.facebook.com/Hopkinsville-Times-112952850084678/?business_id=898179107217559,Hopkinsville Times,,,,,,,,Metric Media,
34.236.176.60,hotspringstimes.com,AR,34.5,-93.06,0,200,54123,https://www.facebook.com/Hot-Springs-Times-106085404382920/,Hot Springs Times,,,,,,,,Metric Media,
3.82.80.110,houmathibodauxnews.com,LA,29.78,-90.81,0,200,51493,https://www.facebook.com/Houma-Thibodaux-News-104703384575848/,Houma Thibodaux News,,,,,,,,Metric Media,
34.236.176.60,houstonrepublic.com,TX,29.76,-95.37,0,200,80513,https://www.facebook.com/Houston-Republic-107420874140846/,Houston Republic,,,,,,,,Metric Media,
34.236.176.60,huntsvilleleader.com,AL,34.73,-86.59,0,200,59426,https://www.facebook.com/Huntsville-Leader-101184711540058/,Huntsville Leader,,,,,,,,Metric Media,
3.82.80.110,jacksonpurchasenews.com,KY,36.76,-88.65,0,200,68145,https://business.facebook.com/Jackson-Purchase-News-110979343616674/?business_id=898179107217559,Jackson Purchase News,,,,,,,,Metric Media,
34.236.176.60,jeffersonreporter.com,AL,32.39,-87.9,0,200,58295,https://www.facebook.com/Jefferson-Reporter-101397251518486/,Jefferson Reporter,,,,,,,,Metric Media,
34.236.176.60,johnsoncitytimes.com,TN,36.31,-82.35,0,200,54734,https://www.facebook.com/Johnson-City-Times-105096694463299/,Johnson City Times,,,,,,,,Metric Media,
3.82.80.110,jonesborotimes.com,AR,35.84,-90.7,0,200,59679,,Jonesboro Times,,,,,,,,Metric Media,
3.82.80.110,kingsportreporter.com,TN,36.55,-82.56,0,200,51816,https://www.facebook.com/Kingsport-Reporter-111772680452766/,Kingsport Reporter,,,,,,,,Metric Media,
3.82.80.110,knoxtimes.com,TN,35.99,-83.94,0,200,50399,https://www.facebook.com/Knox-Times-111439907190883/,Knox Times,,,,,,,,Metric Media,
3.82.80.110,lafayettereporter.com,LA,30.22,-92.02,0,200,55417,https://www.facebook.com/Lafayette-Reporter-104177137962749/,Lafayette Reporter,,,,,,,,Metric Media,
3.82.80.110,laredotimes.com,TX,27.5,-99.51,0,200,78298,https://www.facebook.com/Laredo-Times-105157497702705/?ref=br_rs,Laredo Times,,,,,,,,Metric Media,
34.236.176.60,lonestarstandard.com,TX,32.94,-94.71,0,200,81087,https://www.facebook.com/Lone-Star-Standard-107597197456304/,Lone Star Standard,,,,,,,,Metric Media,
3.82.80.110,longviewtimes.com,TX,32.5,-94.74,0,200,76354,https://www.facebook.com/Longview-Times-113823046825474/,Longview Times,,,,,,,,Metric Media,
34.236.176.60,louisvillecitywire.com,KY,38.25,-85.76,0,200,71094,https://business.facebook.com/LouisvilleCityWire/?business_id=898179107217559,Louisville City Wire,,,,,,,,Metric Media,
34.236.176.60,lowedeltanews.com,AR,34.82,-92.21,0,200,52137,https://www.facebook.com/Lowe-Delta-News-109614467359296/,Lowe Delta News,,,,,,,,Metric Media,
34.236.176.60,lubbocktimes.com,TX,33.58,-101.86,0,200,77799,https://www.facebook.com/Lubbock-Times-108314137382476/,Lubbock Times,,,,,,,,Metric Media,
3.82.80.110,magnoliastatenews.com,MS,32.35,-89.4,0,200,50550,,Magnolia State News,,,,,,,,Metric Media,
34.236.176.60,memphisstandard.com,TN,35.15,-90.05,0,200,48978,https://www.facebook.com/Memphis-Standard-106656524342191/,Memphis Standard,,,,,,,,Metric Media,
34.236.176.60,metrolexnews.com,KY,38.07,-84.47,0,200,67546,https://business.facebook.com/Metro-Lex-News-101214361284018/?business_id=898179107217559,Metro Lex News,,,,,,,,Metric Media,
34.236.176.60,midcitytimes.com,TX,33.84,-95.51,0,200,77301,https://www.facebook.com/Mid-City-Times-108318630713733/,Mid City Times,,,,,,,,Metric Media,
3.82.80.110,mobilecourant.com,AL,30.7,-88.04,0,200,57929,https://www.facebook.com/Mobile-Courant-104887844498368/,Mobile Courant,,,,,,,,Metric Media,
34.236.176.60,morristowntimes.com,TN,36.21,-83.29,0,200,53795,https://www.facebook.com/Morristown-Times-104309554580576/,Morristown Times,,,,,,,,Metric Media,
3.82.80.110,msgulfnews.com,MS,30.37,-89.09,0,200,52047,,Mississippi Gulf News,,,,,,,,Metric Media,
34.236.176.60,nashvillestandard.com,TN,36.16,-86.78,0,200,58614,https://www.facebook.com/Nashville-Standard-109589344045263/,Nashville Standard,,,,,,,,Metric Media,
3.82.80.110,naturalstatenews.com,AR,35.2,-91.83,0,200,49998,https://www.facebook.com/Natural-State-News-109665390687879/,Natural State News,,,,,,,,Metric Media,
34.236.176.60,ncarkansasnews.com,AR,34.73,-92.32,0,200,55730,https://www.facebook.com/North-Central-Arkansas-News-107426094247064/,North Central Arkansas News,,,,,,,,Metric Media,
34.236.176.60,nckentuckynews.com,KY,37.84,-84.27,0,200,67452,https://business.facebook.com/NC-Kentucky-News-111261930254860/?business_id=898179107217559,NC Kentucky News,,,,,,,,Metric Media,
3.82.80.110,ncmissnews.com,MS,32.35,-89.4,0,200,52064,,NC Mississippi News,,,,,,,,Metric Media,
34.236.176.60,nctennnews.com,TN,35.52,-86.58,0,200,52056,https://www.facebook.com/NC-Tennessee-News-107418937599319/,NC Tennessee News,,,,,,,,Metric Media,
3.82.80.110,nealabamanews.com,AL,32.32,-86.9,0,200,57057,https://www.facebook.com/NE-Alabama-News-104835851170004/,NE Alabama News,,,,,,,,Metric Media,
34.236.176.60,nedallasnews.com,TX,32.78,-96.8,0,200,79896,https://www.facebook.com/NE-Dallas-News-110176403860576/?__tn__=%2Cd%2CP-R&amp;eid=ARABmY3T0fJ6-B-j73Yzvwm4mD1PuYrhns4qUeQQDa_xQfFA13P6I-1WS6fnHPuP3c6-0FrSlxFgXkDn,NE Dallas News,,,,,,,,Metric Media,
34.236.176.60,nekentuckynews.com,KY,37.84,-84.27,0,200,67762,https://business.facebook.com/NE-Kentucky-News-110835553630870/?business_id=898179107217559,NE Kentucky News,,,,,,,,Metric Media,
3.82.80.110,nelouisiananews.com,LA,30.98,-91.96,0,200,49887,https://www.facebook.com/NE-Louisiana-News-102980284750825/,Ne Louisiana News,,,,,,,,Metric Media,
34.236.176.60,nemissnews.com,MS,32.35,-89.4,0,200,51227,,NE Mississippi News,,,,,,,,Metric Media,
3.82.80.110,nenashvillenews.com,TN,36.16,-86.78,0,200,56352,https://www.facebook.com/NE-Nashville-News-106232404385013/,NE Nashville News,,,,,,,,Metric Media,
3.82.80.110,netarrantnews.com,TX,32.77,-97.35,0,200,73620,https://www.facebook.com/NE-Tarrant-News-112292980313460/?__tn__=%2Cd%2CP-R&amp;eid=ARBvgQlNJlfHZCdU_iMUKvuRnOCvk5WHjDfm4zUOH_LCqxrlozB-cniEfYu9EanKExqmZGG6Bz1bLC-O,NE Tarrant News,,,,,,,,Metric Media,
3.82.80.110,nolareporter.com,LA,29.95,-90.07,0,200,58739,https://www.facebook.com/Nola-Reporter-106949401015178/,Nola Reporter,,,,,,,,Metric Media,
34.236.176.60,nortextimes.com,TX,33.65,-97.37,0,200,76923,,Nortex Times,,,,,,,,Metric Media,
3.82.80.110,northacadiananews.com,LA,29.96,-91.99,0,200,51726,https://www.facebook.com/North-Acadiana-News-103028444745756/,North Acadiana News,,,,,,,,Metric Media,
34.236.176.60,northaustinnews.com,TX,30.27,-97.74,0,200,79443,https://www.facebook.com/North-Austin-News-113355283540833/,North Austin News,,,,,,,,Metric Media,
3.82.80.110,northbirminghamtimes.com,AL,33.52,-86.81,0,200,57940,https://www.facebook.com/North-Birmingham-Times-114110553564860/,North Birmingham Times,,,,,,,,Metric Media,
34.236.176.60,northbluegrassnews.com,KY,37.68,-84.26,0,200,69238,https://business.facebook.com/North-Bluegrass-News-102291344493013/?business_id=898179107217559,North Bluegrass News,,,,,,,,Metric Media,
3.82.80.110,northcoastalnews.com,TX,29,-95.32,1,200,77427,https://www.facebook.com/North-Coastal-News-113885486822067/,North Coastal News,,,,,,,,Metric Media,
34.236.176.60,northhoustonnews.com,TX,29.76,-95.37,0,200,76518,https://www.facebook.com/North-Houston-News-102705081284960/,North Houston News,,,,,,,,Metric Media,
3.82.80.110,northkentuckynews.com,KY,37.84,-84.27,0,200,70599,https://business.facebook.com/North-Kentucky-News-112347873478666/?business_id=898179107217559,North Kentucky News,,,,,,,,Metric Media,
3.82.80.110,northknoxnews.com,TN,35.96,-83.92,0,200,55806,https://www.facebook.com/North-Knoxville-News-110305610639498/,North Knoxville News,,,,,,,,Metric Media,
34.236.176.60,northlittlerocktimes.com,AR,34.75,-92.29,0,200,54852,https://www.facebook.com/North-Little-Rock-Times-102310534765798/,North Little Rock Times,,,,,,,,Metric Media,
3.82.80.110,northsanantonionews.com,TX,29.42,-98.49,0,200,74243,https://www.facebook.com/North-San-Antonio-News-104720597746403/,North San Antonio News,,,,,,,,Metric Media,
34.236.176.60,northshorelanews.com,LA,30.22,-89.82,0,200,53936,https://www.facebook.com/North-Shore-Louisiana-News-105107614534189/,North Shore Louisiana News,,,,,,,,Metric Media,
3.82.80.110,northtxnews.com,TX,31.97,-99.9,0,200,79079,https://www.facebook.com/North-Texas-News-102131881343105/,North Texas News,,,,,,,,Metric Media,
34.236.176.60,nwalabamanews.com,AL,32.32,-86.9,0,200,53131,https://www.facebook.com/NW-Alabama-News-112285973749063/,NW Alabama News,,,,,,,,Metric Media,
3.82.80.110,nwarkansasnews.com,AR,35.2,-91.83,0,200,58884,https://www.facebook.com/NW-Arkansas-News-114605253522471/,NW Arkansas News,,,,,,,,Metric Media,
3.82.80.110,nwhoustonnews.com,TX,29.76,-95.37,0,200,76757,https://www.facebook.com/NW-Houston-News-108440420703039/,NW Houston News,,,,,,,,Metric Media,
34.236.176.60,nwkentuckynews.com,KY,37.84,-84.27,0,200,68468,https://business.facebook.com/NW-Kentucky-News-105957117456175/?business_id=898179107217559,NW Kentucky News,,,,,,,,Metric Media,
34.236.176.60,nwlouisiananews.com,LA,30.98,-91.96,0,200,52690,https://www.facebook.com/NW-Louisiana-News-101348318249823/,Nw Louisiana News,,,,,,,,Metric Media,
3.82.80.110,nwmissnews.com,MS,32.35,-89.4,0,200,48725,,NW Mississippi News,,,,,,,,Metric Media,
34.236.176.60,nwtennnews.com,TN,35.52,-86.58,0,200,49695,https://www.facebook.com/NW-Tennessee-News-106292424378697/,NW Tennessee News,,,,,,,,Metric Media,
3.82.80.110,oxfordreporter.com,MS,34.37,-89.52,0,200,47639,,Oxford Reporter,,,,,,,,Metric Media,
3.82.80.110,panhandletimes.com,TX,35.35,-101.38,0,200,76858,https://www.facebook.com/Panhandle-Times-106224944260119/,Panhandle Times,,,,,,,,Metric Media,
34.236.176.60,pelicanstatenews.com,LA,32.52,-92.09,0,200,35110,https://www.facebook.com/Pelican-State-News-106787784364627,Pelican State News,,,,,,,,Metric Media,
3.82.80.110,petroplexnews.com,TX,31.96,-102.1,0,200,78125,https://www.facebook.com/Petroplex-News-105140061037117/?__tn__=%2Cd%2CP-R&amp;eid=ARDQAJjLxRzxXBB97R4xQXhT-HjbXa91eqpdXymVNcbqXK6Pq1hJoMO0tUeb7NmEhay0KL_vbBfiKMc1,Petroplex News,,,,,,,,Metric Media,
3.82.80.110,pinebelttimes.com,MS,31.36,-89.35,0,200,49817,https://www.facebook.com/Pine-Belt-Times-100980662457680/,Pine Belt Times,,,,,,,,Metric Media,
3.82.80.110,pulaskitimes.com,AR,34.75,-92.22,0,200,56684,https://www.facebook.com/Pulaski-Times-102746638054737/,Pulaski Times,,,,,,,,Metric Media,
3.82.80.110,riverparishnews.com,LA,32.08,-93.38,0,200,50474,https://www.facebook.com/River-Parish-News-113901263646330,River Parish News,,,,,,,,Metric Media,
3.82.80.110,riverregiontimes.com,AL,32.37,-86.28,0,200,58705,https://www.facebook.com/River-Region-Times-106345051016667/,River Region Times,,,,,,,,Metric Media,
34.236.176.60,rutherfordtimes.com,TN,36.13,-88.99,0,200,55774,https://www.facebook.com/Rutherford-Times-102968948049494/,Rutherford Times,,,,,,,,Metric Media,
