domain,lat,lng,locationVerified,awsOrigin,facebookUrl,siteName,twitterUsername,itunesAppStoreUrl,twitterAccountCreatedAt,twitterUserId,twitterFollowers,twitterFollowing,twitterTweets
pennrecord.com,41.2033216,-77.1945247,0,52.7.148.177,https://www.facebook.com/pages/Pennsylvania-Record/338776239487764,Pennsylvania Record,pennrecord,https://itunes.apple.com/us/app/pennsylvania-record/id623294648,2011-05-16T13:28:41.000Z,299652000,485,219,7867
pensacolatimes.com,30.421309,-87.2169149,0,3.212.144.110,,Pensacola Times,,,,,,,
peoriastandard.com,40.6936488,-89.5889864,0,35.170.88.147,https://www.facebook.com/Peoria-Standard-469649066574953/,Peoria Standard,peoria_standard,,2016-05-31T20:40:50.000Z,7.38E+17,136,19,1409
petroplexnews.com,31.9642354,-102.0970478,0,3.213.234.4,,Petroplex News,,,,,,,
phxreporter.com,33.4372686,-112.0077881,0,3.219.182.20,https://www.facebook.com/PHX-Reporter-101826427907463/,PHX Reporter,,,,,,,
pinaltoday.com,32.8162061,-111.2845025,0,3.219.182.20,https://www.facebook.com/PHX-Reporter-101826427907463/,Pinal Today,,,,,,,
pinebelttimes.com,40.0841555,-74.1750957,0,3.213.234.4,,,,,,,,,
pinehursttoday.com,35.1954345,-79.4694767,0,3.212.144.110,https://www.facebook.com/Pinehurst-Today-108624233872424/,Pinehurst Today,,,,,,,
pinellastimes.com,27.876394,-82.7778579,0,3.212.144.110,,Pinellas Times,,,,,,,
plattenews.com,40.9812543,-98.1515804,0,3.224.13.68,,,,,,,,,
pocatellotimes.com,42.8621042,-112.4506191,0,3.219.182.20,,,,,,,,,
polktimes.com,27.8617347,-81.6911559,0,3.212.144.110,,Polk Times,,,,,,,
pontiactimes.com,42.6389216,-83.2910468,0,3.218.216.245,https://business.facebook.com/Pontiac-Times-111550783569826/?business_id=898179107217559,Pontiac Times,,,,,,,
portagetimes.com,41.5758707,-87.1761455,0,3.218.216.245,,,,,,,,,
prairiestatewire.com,41.5255653,-87.6386099,0,35.170.88.147,https://www.facebook.com/Prairie-State-Wire-1121259961337606,Prairie State Wire,Prairie_Wire,,2017-08-15T20:06:00.000Z,8.98E+17,116,0,2067
princewilliamreporter.com,38.7621882,-77.4519474,0,3.212.144.110,,,,,,,,,
pulaskitimes.com,35.1998023,-87.0308412,0,3.213.234.4,,,,,,,,,
quincyreporter.com,42.2528772,-71.0022705,0,35.170.88.147,https://www.facebook.com/Quincy-Reporter-474680926275770/,Quincy Reporter,,,,,,,
racinesun.com,42.7261309,-87.7828523,0,3.218.216.245,,,,,,,,,
randolphcountynews.com,35.7449531,-79.8296743,0,3.212.144.110,https://www.facebook.com/Randolph-County-News-119232536138350/,Randolph County News,,,,,,,
renoreporter.com,39.5296329,-119.8138027,0,3.219.182.20,,,,,,,,,
ribusinessdaily.com,,,0,34.234.42.207,https://facebook.com/Rhode-Island-Business-Daily-1754163088005617,Rhode Island Business Daily,,,,,,,
richmondleader.com,37.5407246,-77.4360481,0,3.212.144.110,,,,,,,,,
riverbendtimes.com,38.931858,-95.0940356,0,3.224.13.68,https://www.facebook.com/River-Bend-Times-101474471267975/,River Bend Times,,,,,,,
riverparishnews.com,30.0763781,-90.5705609,0,3.213.234.4,,,,,,,,,
riverregiontimes.com,32.370541,-86.283722,0,3.213.234.4,,,,,,,,,
roanokesun.com,35.8897427,-75.6615384,0,3.212.144.110,,,,,,,,,
rockfordsun.com,42.2711311,-89.0939952,0,35.170.88.147,https://www.facebook.com/Rockford-Sun-232943860486838,Rockford Sun,Rockford_Sun,,2017-01-20T20:20:08.000Z,8.23E+17,69,0,877
rockislandtoday.com,41.5094771,-90.5787476,0,35.170.88.147,https://www.facebook.com/Rock-Island-Today-969031589833777,Rock Island Today,rockislandtoday,,2016-02-03T22:37:12.000Z,4875081551,128,19,2843
rockymounttoday.com,35.9382103,-77.7905339,0,3.212.144.110,https://www.facebook.com/Rocky-Mount-Today-115352959862275/,Rocky Mount Today,,,,,,,
romereporter.com,41.9027835,12.4963655,0,3.212.144.110,,,,,,,,,
rowannews.com,39.7089194,-75.1182734,0,3.212.144.110,https://www.facebook.com/Rowan-News-106127457456478/,Rowan News,,,,,,,
rushmorestatenews.com,43.9695148,-99.9018131,0,3.224.13.68,,,,,,,,,
rutherfordtimes.com,40.826489,-74.1068091,0,3.213.234.4,,,,,,,,,
sacorridornews.com,,,0,3.213.234.4,,San Antonio Corridor News,,,,,,,
sanantoniostandard.com,29.4241219,-98.4936282,0,3.213.234.4,,San Antonio Standard,,,,,,,
sandhillstoday.com,34.1294464,-80.8786538,0,3.224.13.68,,,,,,,,,
sandovalnews.com,38.6156043,-89.1142343,0,3.219.182.20,,Sandoval News,,,,,,,
sangamonsun.com,39.7337353,-89.6251646,0,35.170.88.147,https://www.facebook.com/sangamonsun,Sangamon Sun,SangamonSun,,2016-03-15T21:00:21.000Z,7.10E+17,181,20,2120
santafestandard.com,29.6773379,-82.4313148,0,3.219.182.20,,Santa Fe Standard,,,,,,,
sarasotareview.com,27.3364347,-82.5306527,0,3.212.144.110,,Sarasota Review,,,,,,,
savannahstandard.com,32.0808989,-81.091203,0,3.212.144.110,,,,,,,,,
sckansasnews.com,37.2494951,-96.9759724,0,3.224.13.68,,,,,,,,,
scmidlandnews.com,,,0,3.212.144.110,,,,,,,,,
scminnesotanews.com,46.729553,-94.6858998,0,3.224.13.68,https://business.facebook.com/SC-Minnesota-News-113239810090802/?business_id=898179107217559,SC Minnesota News,,,,,,,
scmissnews.com,35.098915,-80.885218,0,3.213.234.4,,,,,,,,,
scmissourinews.com,40.0780198,-93.6185224,0,3.224.13.68,,,,,,,,,
scnebraskanews.com,40.886728,-96.622094,0,3.224.13.68,,,,,,,,,
scoklahomanews.com,36.1513407,-95.9864865,0,3.224.13.68,,,,,,,,,
sctennnews.com,,,0,3.213.234.4,,,,,,,,,
sctexasnews.com,30.7158857,-97.7175626,0,3.213.234.4,,SC Texas News,,,,,,,
scvanews.com,33.809816,-117.9050978,0,3.212.144.110,,,,,,,,,
scwisconsinnews.com,43.7844397,-88.7878678,0,3.218.216.245,,,,,,,,,
sdbusinessdaily.com,,,0,34.234.42.207,https://www.facebook.com/South-Dakota-Business-Daily-407009999729039/,South Dakota Business Daily,,,,,,,
searizonanews.com,,,0,3.219.182.20,https://www.facebook.com/SE-Arizona-News-105278744161657/,SE Arizona News,,,,,,,
seatlantanews.com,,,0,3.212.144.110,,,,,,,,,
sebluegrassnews.com,41.6030056,-93.845103,0,3.213.234.4,https://business.facebook.com/SE-Bluegrass-News-106004234118073/?business_id=898179107217559,SE Bluegrass News,,,,,,,
secoloradonews.com,,,0,3.219.182.20,,,,,,,,,
sedallasnews.com,,,0,3.213.234.4,,SE Dallas News,,,,,,,
sedenvernews.com,,,0,3.219.182.20,,,,,,,,,
segeorgianews.com,41.6868723,44.769202,0,3.212.144.110,,,,,,,,,
segrandrapids.com,,,0,3.218.216.245,https://business.facebook.com/SE-Grand-Rapids-News-112969396760248/?business_id=898179107217559,SE Grand Rapids News,,,,,,,
sehoustonnews.com,29.6588431,-95.3311652,0,3.213.234.4,,SE Houston News,,,,,,,
seillinoisnews.com,56.3,-5.6499999,0,35.170.88.147,https://www.facebook.com/Southeast-Illinois-News-1706595809591228/,SE Illinois News,seillinoisnews,,2016-05-31T21:39:17.000Z,7.38E+17,141,19,1878
seindiananews.com,39.022532,-95.6607831,0,3.218.216.245,,,,,,,,,
seiowanews.com,41.8780025,-93.097702,0,3.224.13.68,https://www.facebook.com/SE-Iowa-News-120767729327293/,SE Iowa News,,,,,,,
sekansascitynews.com,,,0,3.224.13.68,,,,,,,,,
sekansasnews.com,37.6807344,-95.4535784,0,3.224.13.68,,,,,,,,,
sekentuckynews.com,39.020758,-95.662156,0,3.213.234.4,https://business.facebook.com/SE-Kentucky-News-102576881130573/?business_id=898179107217559,SE Kentucky News,,,,,,,
seminnesotanews.com,46.729553,-94.6858998,0,3.224.13.68,https://business.facebook.com/SE-Minnesota-News-100587221369269/?business_id=898179107217559,SE Minnesota News,,,,,,,
semissourinews.com,37.3148783,-89.5280438,0,3.224.13.68,,,,,,,,,
semontananews.com,,,0,3.219.182.20,https://www.facebook.com/Southeast-Montana-News-108673553883558/,Southeast Montana News,,,,,,,
senebraskanews.com,40.3816297,-95.8350987,0,3.224.13.68,,,,,,,,,
senorthcarolinanews.com,,,0,3.212.144.110,https://www.facebook.com/SE-North-Carolina-News-110819213651995/,SE North Carolina News,,,,,,,
seoaklandnews.com,45.4059452,-122.6096226,0,3.218.216.245,https://business.facebook.com/SE-Oakland-News-113424383380642/?business_id=898179107217559,SE Oakland News,,,,,,,
seohiotimes.com,,,0,3.218.216.245,,,,,,,,,
seoklahomanews.com,34.0056034,-96.3781707,0,3.224.13.68,,,,,,,,,
sesdnews.com,40.0542197,-111.7256911,0,3.224.13.68,,,,,,,,,
setennnews.com,,,0,3.213.234.4,,,,,,,,,
setexasrecord.com,30.063191,-94.134436,0,52.7.148.177,https://www.facebook.com/SETexasRecord/,Southeast Texas Record,setexasrecord,https://itunes.apple.com/us/app/se-texas-record/id592747678,2009-11-19T11:37:11.000Z,91086820,1136,1442,15399
setexastimes.com,30.063191,-94.134436,0,3.213.234.4,,SE Texas Times,,,,,,,
setwincities.com,44.9374831,-93.2009998,0,3.224.13.68,https://business.facebook.com/SE-Twin-Cities-114885659925192/?business_id=898179107217559,SE Twin Cities,,,,,,,
sevalleytimes.com,,,0,3.219.182.20,https://www.facebook.com/SE-Valley-Times-116771266400427/,SE Valley Times,,,,,,,
sevegasnews.com,,,0,3.219.182.20,,,,,,,,,
sewyomingnews.com,43.0759678,-107.2902839,0,3.219.182.20,,,,,,,,,
shelbyreporter.com,35.2923513,-81.5356463,0,3.213.234.4,,,,,,,,,
shelbyreview.com,35.2923513,-81.5356463,0,3.218.216.245,https://business.facebook.com/Shelby-Review-116959709691346/?business_id=898179107217559,Shelby Review,,,,,,,
shenandoahvalleynews.com,38.4834568,-78.8497485,0,3.212.144.110,,,,,,,,,
shiawasseetimes.com,42.949754,-84.1857115,0,3.218.216.245,https://business.facebook.com/Shiawassee-Times-104757504254810/?business_id=898179107217559,Shiawassee Times,,,,,,,
shoalstoday.com,32.7839979,-96.785897,0,3.213.234.4,,,,,,,,,
showmestatetimes.com,37.9642529,-91.8318334,0,3.224.13.68,,,,,,,,,
shreveportreporter.com,32.5251516,-93.7501789,0,3.213.234.4,,,,,,,,,
silnews.com,40.7545305,-73.9907115,0,35.170.88.147,https://www.facebook.com/pg/SouthernILNews,Southern Illinois News,,,,,,,
silverstatetimes.com,38.8026097,-116.419389,0,3.219.182.20,,,,,,,,,
siouxcitytimes.com,42.4963416,-96.4049408,0,3.224.13.68,https://www.facebook.com/Sioux-City-Times-102939701120339/,Sioux City Times,,,,,,,
siouxempiretoday.com,43.4998382,-96.7791089,0,3.224.13.68,,,,,,,,,
slctimes.com,40.7607793,-111.8910474,0,3.219.182.20,,,,,,,,,
smokymountaintoday.com,35.6531943,-83.5070203,0,3.213.234.4,,,,,,,,,
socalrecord.com,34.9592083,-116.419389,0,52.7.148.177,,Southern California Record,,,,,,,
soonerstatenews.com,35.0077519,-97.092877,0,3.224.13.68,,,,,,,,,
southabqnews.com,,,0,3.219.182.20,,South ABQ News,,,,,,,
southalabamatimes.com,30.6959406,-88.184236,0,3.213.234.4,,,,,,,,,
southashevillenews.com,35.5950581,-82.5514869,0,3.212.144.110,https://www.facebook.com/South-Asheville-News-106387787430394/,South Asheville News,,,,,,,
southatlantanews.com,33.7123595,-84.3844304,0,3.212.144.110,,,,,,,,,
southbendtimes.com,41.6763545,-86.2519898,0,3.218.216.245,,,,,,,,,
southbirminghamtimes.com,33.5185892,-86.8103567,0,3.213.234.4,,,,,,,,,
southbrazorianews.com,29.0444147,-95.5691126,0,3.213.234.4,,South Brazoria News,,,,,,,
southbrowardnews.com,26.0284499,-80.1421623,0,3.212.144.110,,South Broward News,,,,,,,
southcentralreporter.com,44.1741375,-94.0467865,0,35.170.88.147,https://www.facebook.com/South-Central-Reporter-500024923776682/,South Central Reporter,,,,,,,
southcharlottetoday.com,35.2270869,-80.8431267,0,3.212.144.110,#N/A,South Charlotte Today,,,,,,,
southcharolettenews.com,35.2270869,-80.8431267,0,3.212.144.110,#N/A,,,,,,,,
southcolumbusnews.com,34.1729951,-78.8148341,0,3.218.216.245,,,,,,,,,
southcooknews.com,41.5208804,-87.6535273,0,35.170.88.147,https://www.facebook.com/South-Cook-News-231679387276536,South Cook News,SouthCookNews,,2017-01-20T20:22:30.000Z,8.23E+17,104,0,1096
southcumberlandnews.com,35.257525,-85.7888721,0,3.213.234.4,,,,,,,,,
southcuyahoganews.com,41.2810016,-81.7463383,0,3.218.216.245,,,,,,,,,
southdfwnews.com,32.8234387,-97.0571668,0,3.213.234.4,,South DFW News,,,,,,,
southdsmnews.com,-33.961905,151.135023,0,3.224.13.68,https://www.facebook.com/South-DSM-News-107287824015641/,South DSM News,,,,,,,
southernindianatoday.com,37.9772035,-87.5442525,0,3.218.216.245,,,,,,,,,
southernwvnews.com,37.8510939,-82.0237783,0,3.212.144.110,,,,,,,,,
southfairfaxnews.com,38.9085472,-77.2405153,0,3.212.144.110,,,,,,,,,
southfranklinnews.com,40.0945408,-80.2878794,0,3.218.216.245,,,,,,,,,
southfultontoday.com,33.6576286,-84.6269824,0,3.212.144.110,,,,,,,,,
southgalvestonnews.com,29.3013479,-94.7976958,0,3.213.234.4,,South Galveston News,,,,,,,
southgeorgiatimes.com,-54.4138333,-36.5827165,0,3.212.144.110,,,,,,,,,
southguilfordnews.com,-31.9101748,115.9668664,0,3.212.144.110,https://www.facebook.com/South-Guilford-News-100112064728186/,South Guilford News,,,,,,,
southgwinnettnews.com,33.8543367,-84.0069031,0,3.212.144.110,,,,,,,,,
southhennepinnews.com,45.0208911,-93.5094574,0,3.224.13.68,https://business.facebook.com/South-Hennepin-News-102092271216305/?business_id=898179107217559,South Hennepin News,,,,,,,
southindynews.com,39.7292985,-86.1387589,0,3.218.216.245,,,,,,,,,
southiowanews.com,41.2770327,-93.8451731,0,3.224.13.68,https://www.facebook.com/South-Iowa-News-123170839086254/,South Iowa News,,,,,,,
southjeffconews.com,39.5925922,-105.0699891,0,3.219.182.20,,,,,,,,,
southkcnews.com,38.9523825,-94.507934,0,3.224.13.68,,,,,,,,,
southkentnews.com,42.8003912,-85.5077038,0,3.218.216.245,https://business.facebook.com/South-Kent-News-105842877478949/?business_id=898179107217559,South Kent News,,,,,,,
southknoxnews.com,38.6354339,-87.422056,0,3.213.234.4,,,,,,,,,
southlaketoday.com,32.9412363,-97.1341783,0,3.212.144.110,,South Lake Today,,,,,,,
southlouisiananews.com,30.0758846,-90.5015885,0,3.213.234.4,,,,,,,,,
southmecklenburgnews.com,35.1101132,-80.8609489,0,3.212.144.110,https://www.facebook.com/South-Mecklenburg-News-100968904641995/,South Mecklenburg News,,,,,,,
southmianews.com,,,0,3.212.144.110,,South Miami-Dade News,,,,,,,
southmichigannews.com,44.3148443,-85.6023643,0,3.218.216.245,https://business.facebook.com/South-Michigan-News-115775179810824/?business_id=898179107217559,South Michigan News,,,,,,,
southncnews.com,35.2340065,-80.8428388,0,3.212.144.110,https://www.facebook.com/South-North-Carolina-News-108664537201551/,South North Carolina News,,,,,,,
southnewcastlenews.com,40.977839,-80.3450645,0,3.212.144.110,https://www.facebook.com/South-New-Castle-News-103651217716865/,South New Castle News,,,,,,,
southohionews.com,43.920316,-66.064922,0,3.218.216.245,,,,,,,,,
southokcnews.com,35.3487921,-97.5475938,0,3.224.13.68,,,,,,,,,
southomahatimes.com,41.2125017,-95.9765238,0,3.224.13.68,,,,,,,,,
southorlandonews.com,28.4888126,-81.4398295,0,3.212.144.110,,South Orlando News,,,,,,,
southpalmbeachtoday.com,26.588958,-80.0386522,0,3.212.144.110,,South Palm Beach Today,,,,,,,
southpimanews.com,33.3933408,-111.8296428,0,3.219.182.20,https://www.facebook.com/South-Pima-News-115540836524090/,South Pima News,,,,,,,
southpinellastimes.com,27.876394,-82.7778579,0,3.212.144.110,,South Pinellas Times,,,,,,,
southraleighnews.com,35.7795897,-78.6381787,0,3.212.144.110,https://www.facebook.com/South-Raleigh-News-122305189162080/,South Raleigh News,,,,,,,
southsanantonionews.com,29.3631755,-98.5611142,0,3.213.234.4,,South San Antonio News,,,,,,,
southsidevanews.com,36.9818446,-76.6314756,0,3.212.144.110,,,,,,,,,
southstlnews.com,,,0,3.224.13.68,,,,,,,,,
southsummitnews.com,40.6366783,-111.274616,0,3.218.216.245,,,,,,,,,
southtidewaternews.com,33.8545559,-78.6265706,0,3.212.144.110,,,,,,,,,
southtrianglenews.com,14.6375615,121.0359796,0,3.212.144.110,https://www.facebook.com/South-Triangle-News-119493679447597/,South Triangle News,,,,,,,
southtulsatoday.com,36.1539816,-95.992775,0,3.224.13.68,,,,,,,,,
southutahnews.com,39.3209801,-111.0937311,0,3.219.182.20,,,,,,,,,
southwichitanews.com,37.6551594,-97.3406732,0,3.224.13.68,,,,,,,,,
southwinstonsalemnews.com,36.0998596,-80.244216,0,3.212.144.110,https://www.facebook.com/South-Winston-Salem-News-119205412808145/,South Winston Salem News,,,,,,,
sowisconsintimes.com,43.7844397,-88.7878678,0,3.218.216.245,,,,,,,,,
spartanburgreporter.com,34.9495672,-81.9320482,0,3.212.144.110,,,,,,,,,
springfieldstandard.com,37.2089572,-93.2922989,0,3.224.13.68,,,,,,,,,
springstimes.com,29.8343084,-82.7024274,0,3.219.182.20,,,,,,,,,
stcharlestimes.com,41.9141945,-88.3086867,0,3.224.13.68,,,,,,,,,
stclairtoday.com,43.016179,-82.6483442,0,3.218.216.245,https://business.facebook.com/St-Clair-Today-114311866624505/?business_id=898179107217559,St. Clair Today,,,,,,,
stcloudsun.com,45.5579451,-94.1632404,0,3.224.13.68,https://business.facebook.com/St-Cloud-Sun-110259113723778/?business_id=898179107217559,St. Cloud Sun,,,,,,,
stjoebentonharbor.com,42.0938577,-86.4895463,0,3.218.216.245,https://business.facebook.com/St-Joe-Benton-Harbor-News-107715530622760/?business_id=898179107217559,St. Joe-Benton Harbor News,,,,,,,
stlouisreporter.com,38.6270025,-90.1994042,0,3.224.13.68,,,,,,,,,
stlrecord.com,38.6270025,-90.1994042,0,52.7.148.177,https://www.facebook.com/stlrecord,St. Louis Record,St_Louis_Record,https://itunes.apple.com/us/app/st-louisrecord/id1260557950,2016-12-16T16:36:59.000Z,8.10E+17,23,0,1882
stlwestnews.com,38.5943733,-90.5365906,0,3.224.13.68,,,,,,,,,
stpaulreporter.com,44.9537029,-93.0899578,0,3.224.13.68,https://business.facebook.com/St-Paul-Reporter-110279643722234/?business_id=898179107217559,St. Paul Reporter,,,,,,,
stpetestandard.com,27.7676008,-82.6402915,0,3.212.144.110,,St. Pete Standard,,,,,,,
sturgiscoldwaternews.com,41.799217,-85.4191482,0,3.218.216.245,https://business.facebook.com/Sturgis-Coldwater-News-104885500909554/?business_id=898179107217559,Sturgis-Coldwater News,,,,,,,
sumtertimes.com,33.9204354,-80.3414693,0,3.212.144.110,,Sumter Times,,,,,,,
sunflowerstatenews.com,,,0,3.224.13.68,,,,,,,,,
sunshinesentinel.com,,,0,3.212.144.110,,Sun Shine Sentinel,,,,,,,
sussexreview.com,43.1338972,-88.2220372,0,3.212.144.110,https://www.facebook.com/Sussex-Review-111264033622037/,Sussex Review,,,,,,,
swarizonanews.com,,,0,3.219.182.20,https://www.facebook.com/SW-Arizona-News-105115704178015/,SW Arizona News,,,,,,,
swarkansastimes.com,36.0148605,-94.2333355,0,3.213.234.4,,,,,,,,,
swbluegrassnews.com,41.6936951,-93.6251416,0,3.213.234.4,https://business.facebook.com/SW-Bluegrass-News-114038463309089/?business_id=898179107217559,SW Bluegrass News,,,,,,,
swcoloradonews.com,39.6619154,-105.0351113,0,3.219.182.20,,,,,,,,,
swdallasnews.com,32.7766642,-96.7969879,0,3.213.234.4,,SW Dallas News,,,,,,,
swgeorgianews.com,31.3254159,-84.4382721,0,3.212.144.110,,,,,,,,,
swhoustonnews.com,29.6537418,-95.4568133,0,3.213.234.4,,SW Houston News,,,,,,,
swillinoisnews.com,45.4786522,-122.7231733,0,35.170.88.147,https://www.facebook.com/Southwest-Illinois-News-976392835784894,South West Illinois News,swillinoisnews,,2016-02-03T22:33:45.000Z,4875137266,152,19,2238
swindiananews.com,,,0,3.218.216.245,,,,,,,,,
swiowatimes.com,,,0,3.224.13.68,https://www.facebook.com/SW-Iowa-Times-124062808996714/,SW Iowa Times,,,,,,,
swkansasnews.com,39.011902,-98.4842465,0,3.224.13.68,,,,,,,,,
swlouisiananews.com,30.9842977,-91.9623327,0,3.213.234.4,,,,,,,,,
swminnesotatoday.com,46.729553,-94.6858998,0,3.224.13.68,https://business.facebook.com/SW-Minnesota-Today-103649764391775/?business_id=898179107217559,SW Minnesota Today,,,,,,,
swmissnews.com,46.818188,8.227512,0,3.213.234.4,,,,,,,,,
swmissourinews.com,37.9642529,-91.8318334,0,3.224.13.68,,,,,,,,,
swmontanatimes.com,46.8796822,-110.3625658,0,3.219.182.20,https://www.facebook.com/Southwest-Montana-News-100947377998569/,Southwest Montana News,,,,,,,
swnewmexiconews.com,33.130446,-107.254618,0,3.219.182.20,,SW New Mexico News,,,,,,,
swoklahomanews.com,35.0077519,-97.092877,0,3.224.13.68,,,,,,,,,
swtennnews.com,,,0,3.213.234.4,,,,,,,,,
swvalleytimes.com,45.4750236,-122.8148018,0,3.219.182.20,https://www.facebook.com/SW-Valley-Times-101232994634302/,SW Valley Times,,,,,,,
swvegasnews.com,36.1699412,-115.1398296,0,3.219.182.20,,,,,,,,,
swvirginianews.com,37.4315734,-78.6568942,0,3.212.144.110,,,,,,,,,
swwisconsinnews.com,43.7844397,-88.7878678,0,3.218.216.245,,,,,,,,,
swwyomingnews.com,43.0759678,-107.2902839,0,3.219.182.20,,,,,,,,,
tallahasseesun.com,30.4382559,-84.2807329,0,3.212.144.110,,Tallahassee Sun,,,,,,,
tamparepublic.com,,,0,3.212.144.110,,Tampa Republic,,,,,,,
theregionnews.com,41.9429811,-87.6806932,0,3.218.216.245,,,,,,,,,
thesconi.com,,,0,3.218.216.245,,,,,,,,,
thumbreporter.com,33.6391136,-111.8791945,0,3.218.216.245,https://business.facebook.com/Thumb-Reporter-108682560526571/?business_id=898179107217559,Thumb Reporter,,,,,,,
tnbusinessdaily.com,,,0,34.234.42.207,https://facebook.com/Tennessee-Business-Daily-1971010509596695/,Tennessee Business Daily,,,,,,,
toledoreporter.com,41.6528052,-83.5378674,0,3.218.216.245,,,,,,,,,
topekasun.com,39.0473451,-95.6751576,0,3.224.13.68,,,,,,,,,
treasurecoastsun.com,27.241604,-80.2748125,0,3.212.144.110,,Treasure Coast Sun,,,,,,,
treasurevalleytimes.com,34.508896,-97.172188,0,3.219.182.20,,,,,,,,,
tricitysun.com,33.4113567,-111.6858362,0,3.218.216.245,https://business.facebook.com/Tri-City-Sun-109273330467110/?business_id=898179107217559,Tri-City Sun,,,,,,,
triconews.com,45.8006438,-88.0775567,0,3.218.216.245,,,,,,,,,
trumballnews.com,41.2428563,-73.2006639,0,3.218.216.245,,,,,,,,,
tucsonstandard.com,32.2226066,-110.9747108,0,3.219.182.20,https://www.facebook.com/Tucson-Standard-115829333162253/,Tucson Standard,,,,,,,
tulsastandard.com,36.1539816,-95.992775,0,3.224.13.68,,,,,,,,,
tuscaloosaleader.com,33.2098407,-87.5691735,0,3.213.234.4,,,,,,,,,
tuscarawasnews.com,40.3978972,-81.4278984,0,3.218.216.245,,,,,,,,,
txbusinessdaily.com,,,0,34.234.42.207,https://www.facebook.com/txbusinessdaily,Texas Business Daily,,,,,,,
tylerreporter.com,32.3512601,-95.3010624,0,3.213.234.4,,Tyler Reporter,,,,,,,
upgazette.com,37.09024,-95.712891,0,3.218.216.245,https://business.facebook.com/UP-Gazette-117321146322386/?business_id=898179107217559,UP Gazette,,,,,,,
uppercumberlandtimes.com,36.1736109,-85.555018,0,3.213.234.4,,,,,,,,,
upperdeltanews.com,31.1300085,-87.8484821,0,3.213.234.4,,,,,,,,,
uppereasttx.com,31.9685988,-99.9018131,0,3.213.234.4,,Upper East Texas News,,,,,,,
upperwestscnews.com,,,0,3.212.144.110,,,,,,,,,
upstatescnews.com,34.8332582,-82.2975348,0,3.212.144.110,,,,,,,,,
utahvalleytimes.com,40.2787626,-111.7153739,0,3.219.182.20,,,,,,,,,
utbusinessdaily.com,,,0,34.234.42.207,https://www.facebook.com/Utah-Business-Daily-2029308027388517,Utah Business Daily,,,,,,,
vabusinessdaily.com,,,0,34.234.42.207,https://www.facebook.com/Virginia-Business-Daily-219747362174783/,Virginia Business Daily,,,,,,,
vacationlandtimes.com,41.4267255,-82.6614331,0,3.218.216.245,,,,,,,,,
volunteerstatenews.com,35.5174913,-86.5804473,0,3.213.234.4,,,,,,,,,
vtbusinessdaily.com,,,0,34.234.42.207,https://www.facebook.com/Vermont-Business-Daily-270091773743752,Vermont Business Daily,,,,,,,
wabusinessdaily.com,,,0,34.234.42.207,https://www.facebook.com/Washington-Business-Daily-184016308945096,Washington Business Daily,,,,,,,
wacoreporter.com,31.549333,-97.1466695,0,3.213.234.4,,Waco Reporter,,,,,,,
warnerrobinstoday.com,32.6130007,-83.624201,0,3.212.144.110,,,,,,,,,
warrenclintonnews.com,35.5844956,-92.4460492,0,3.218.216.245,,,,,,,,,
warrensun.com,35.9913167,-95.8098751,0,3.218.216.245,https://business.facebook.com/The-Warren-Sun-110015123724499/?business_id=898179107217559,The Warren Sun,,,,,,,
washingtoncotimes.com,45.5469616,-123.1386021,0,3.218.216.245,,,,,,,,,
washoenews.com,40.5608387,-119.6035495,0,3.219.182.20,,,,,,,,,
wastachnews.com,41.2816391,-111.5116469,0,3.219.182.20,,,,,,,,,
waterfordtoday.com,52.2593197,-7.1100702,0,3.218.216.245,https://business.facebook.com/Waterford-Today-117537322966727/?business_id=898179107217559,Waterford Today,,,,,,,
waterlootimes.com,50.71469,4.3991,0,3.224.13.68,https://www.facebook.com/Waterloo-Times-112715190136235/,Waterloo Times,,,,,,,
waukeshatimes.com,43.0116784,-88.2314813,0,3.218.216.245,,,,,,,,,
waynecountytoday.com,42.2790746,-83.336188,0,3.218.216.245,,,,,,,,,
wcalabamanews.com,34.236323,-85.5335532,0,3.213.234.4,,,,,,,,,
wcgeorgianews.com,33.7619391,-84.3879762,0,3.212.144.110,,,,,,,,,
wcindiananews.com,39.767889,-86.1658773,0,3.218.216.245,,,,,,,,,
wciowanews.com,42.9979484,-96.0582598,0,3.224.13.68,https://www.facebook.com/WC-Iowa-News-107454624005217/,WC Iowa News,,,,,,,
wcmichigannews.com,43.433226,-83.9360146,0,3.218.216.245,https://business.facebook.com/West-Central-Michigan-News-112859156772301/?business_id=898179107217559,West Central Michigan News,,,,,,,
wcminnesotanews.com,46.729553,-94.6858998,0,3.224.13.68,https://business.facebook.com/WC-Minnesota-News-102223587869263/?business_id=898179107217559,WC Minnesota News,,,,,,,
wcmissnews.com,,,0,3.213.234.4,,,,,,,,,
wcmissourinews.com,,,0,3.224.13.68,,,,,,,,,
wcnewmexiconews.com,34.5199402,-105.8700901,0,3.219.182.20,,WC New Mexico News,,,,,,,
wctexasnews.com,41.3068396,-72.9218006,0,3.213.234.4,,WC Texas News,,,,,,,
wcwisconsinnews.com,43.055827,-88.234843,0,3.218.216.245,,,,,,,,,
webertimes.com,36.1071562,-95.9754796,0,3.219.182.20,,,,,,,,,
westarapahoenews.com,39.62031,-104.332644,0,3.219.182.20,,,,,,,,,
westatlantanews.com,33.7383798,-84.4233849,0,3.212.144.110,,,,,,,,,
