domain,lat,lng,locationVerified,awsOrigin,facebookUrl,siteName,twitterUsername,itunesAppStoreUrl,twitterAccountCreatedAt,twitterUserId,twitterFollowers,twitterFollowing,twitterTweets
kendallcountytimes.com,41.5507043,-88.4403883,0,35.170.88.147,https://www.facebook.com/Kendall-County-Times-151364972111507,Kendall County Times,,,,,,,
kenoshareporter.com,42.5847425,-87.8211854,0,3.218.216.245,,,,,,,,,
kentcountytoday.com,43.0097027,-85.520024,0,3.212.144.110,https://www.facebook.com/Kent-County-Today-114894533256835/,Kent County Today,,,,,,,
kentuckianatimes.com,38.2595079,-85.7409594,0,3.218.216.245,,,,,,,,,
keystonebusinessnews.com,41.8427954,-87.9556981,0,34.234.42.207,https://twitter.com/Keystone_Biz,Keystone Business News,,,,,,,
keywestreporter.com,24.5550593,-81.7799871,0,3.212.144.110,,Key West Reporter,,,,,,,
kingsportreporter.com,36.548434,-82.5618186,0,3.213.234.4,,,,,,,,,
knoxtimes.com,33.682969,-112.094475,0,3.213.234.4,,,,,,,,,
kokomostandard.com,40.486427,-86.1336033,0,3.218.216.245,,,,,,,,,
ksbusinessdaily.com,,,0,34.234.42.207,https://facebook.com/Kansas-Business-Daily-2306278402715960/,Kansas Business Daily,,,,,,,
kybusinessdaily.com,,,0,34.234.42.207,https://facebook.com/Kentucky-Business-Daily-476329426162681,Kentucky Business Daily,,,,,,,
labusinessdaily.com,,,0,34.234.42.207,https://www.facebook.com/Louisiana-Business-Daily-909341742586701/,Louisiana Business Daily,,,,,,,
lafayettereporter.com,30.2240897,-92.0198427,0,3.213.234.4,,,,,,,,,
lafayettetimes.com,30.2240897,-92.0198427,0,3.218.216.245,,,,,,,,,
lakecountygazette.com,39.0839644,-122.8084496,0,35.170.88.147,https://www.facebook.com/Lake-County-Gazette-854479238006224,Lake County Gazette,lakecntygazette,,2015-11-17T00:59:16.000Z,4206041674,533,249,4132
lakecountytimes.com,39.0839644,-122.8084496,0,3.218.216.245,,,,,,,,,
lansingsun.com,42.732535,-84.5555347,0,3.218.216.245,https://business.facebook.com/Lansing-Sun-118678892851412/?business_id=898179107217559,Lansing Sun,,,,,,,
laredotimes.com,27.5035613,-99.5075519,0,3.213.234.4,,Laredo Times,,,,,,,
larimernews.com,39.7477083,-104.9991,0,3.219.182.20,,,,,,,,,
lasvegasrecord.com,36.1699412,-115.1398296,0,3.219.182.20,,,,,,,,,
lawrencereporter.com,38.9716689,-95.2352501,0,3.224.13.68,,,,,,,,,
leetoday.com,42.3042151,-73.2481951,0,3.212.144.110,,Lee Today,,,,,,,
legalnewsline.com,43.6961725,-79.4389309,0,52.7.148.177,https://www.facebook.com/pages/Legal-Newsline/299588323424419,Legal Newsline,legalnewsline,https://itunes.apple.com/us/app/legal-newsline/id603098697?mt=8,2009-11-02T03:30:54.000Z,86864211,1666,559,16089
lickingtoday.com,37.4994884,-91.8570984,0,3.218.216.245,,,,,,,,,
lightofbaldr.com,,,0,3.213.234.4,#N/A,,,,,,,,
limareporter.com,-12.0463731,-77.042754,0,3.218.216.245,,,,,,,,,
livingstontoday.com,42.605934,-83.906,0,3.218.216.245,https://business.facebook.com/Livingston-Today-100486091352075/?business_id=898179107217559,Livingston Today,,,,,,,
lonestarstandard.com,33.5260478,-101.8064644,0,3.213.234.4,,Lone Star Standard,,,,,,,
longviewtimes.com,32.5007037,-94.7404891,0,3.213.234.4,,Longview Times,,,,,,,
loraintimes.com,41.452819,-82.1823746,0,3.218.216.245,,,,,,,,,
louisianarecord.com,30.9842977,-91.9623327,0,52.7.148.177,https://www.facebook.com/LouisianaRecord/,Louisiana Record,louisianarecord,https://itunes.apple.com/us/app/louisiana-record/id619088844,2010-10-13T21:58:46.000Z,202364607,27490,23013,20433
louisvillecitywire.com,38.2523291,-85.7573948,0,3.213.234.4,https://business.facebook.com/LouisvilleCityWire/?business_id=898179107217559,Louisville City Wire,,,,,,,
lowedeltanews.com,,,0,3.213.234.4,,,,,,,,,
lowerwestscnews.com,,,0,3.212.144.110,,,,,,,,,
lubbocktimes.com,33.5778631,-101.8551665,0,3.213.234.4,,Lubbock Times,,,,,,,
lynchburgreporter.com,37.4137536,-79.1422464,0,3.212.144.110,,,,,,,,,
mabusinessdaily.com,,,0,34.234.42.207,https://www.facebook.com/Massachusetts-Business-Daily-196211731038960,Massachusetts Business Daily,,,,,,,
macombtoday.com,42.7168759,-82.820974,0,3.218.216.245,https://business.facebook.com/Macomb-Today-107874710608318/?business_id=898179107217559,Macomb Today,,,,,,,
maconreporter.com,32.8406946,-83.6324022,0,35.170.88.147,https://www.facebook.com/Macon-Reporter-915144198623038/,Macon Reporter,MaconReporter,,2017-01-20T20:06:47.000Z,8.23E+17,51,0,678
macontimes.com,32.8406946,-83.6324022,0,3.212.144.110,,,,,,,,,
madisonrecord.com,43.0730517,-89.4012302,0,52.7.148.177,https://www.facebook.com/pages/MadisonSt-Clair-Record/164779816968453,Madison - St. Clair Record,madisonrecord,https://itunes.apple.com/us/app/madison-st-clair-record/id597238468?mt=8,2009-11-19T11:34:47.000Z,91086406,757,583,13633
madisonreporter.com,43.0730517,-89.4012302,0,3.218.216.245,,,,,,,,,
magicvalleytimes.com,26.1788375,-98.1858901,0,3.219.182.20,,,,,,,,,
magnoliastatenews.com,32.3546679,-89.3985283,0,3.213.234.4,,,,,,,,,
mainebusinessdaily.com,39.645425,-105.08031,0,34.234.42.207,https://www.facebook.com/Maine-Business-Daily-1715601108568224/,Maine Business Daily,,,,,,,
manateereview.com,27.4799195,-82.345189,0,3.212.144.110,,Manatee Review,,,,,,,
mansfieldtimes.com,32.5631924,-97.1416768,0,3.218.216.245,,,,,,,,,
marionmorrowtimes.com,40.734188,-82.791037,0,3.218.216.245,,,,,,,,,
mchenrytimes.com,42.333355,-88.2667534,0,35.170.88.147,https://www.facebook.com/McHenry-Times-1007855922605367,McHenry Times,McHenryTimes1,,2015-11-16T22:17:06.000Z,4205082557,426,192,3063
mcleancountytimes.com,40.5478429,-88.864698,0,35.170.88.147,https://www.facebook.com/McLean-County-Times-135405700298293,McLean County Times,McLean_Times,,2017-01-20T20:12:51.000Z,8.23E+17,50,0,784
mdbusinessdaily.com,,,0,34.234.42.207,https://www.facebook.com/Maryland-Business-Daily-1711822458927191/,Maryland Business Daily,,,,,,,
mdstatewire.com,39.0457549,-76.6412712,0,35.170.88.147,https://www.facebook.com/,Maryland State Wire,,,,,,,
medinatoday.com,24.5246542,39.5691841,0,3.218.216.245,,,,,,,,,
memphisstandard.com,35.1495343,-90.0489801,0,3.213.234.4,,,,,,,,,
metroeastsun.com,45.503129,-122.4220359,0,35.170.88.147,https://www.facebook.com/metroeastsun,Metro East Sun,metroeastsun,,2015-11-18T13:43:00.000Z,4218256407,347,161,3443
metrolexnews.com,,,0,3.213.234.4,https://business.facebook.com/Metro-Lex-News-101214361284018/?business_id=898179107217559,Metro Lex News,,,,,,,
miamicourant.com,25.7616798,-80.1917902,0,3.212.144.110,,Miami Courant,,,,,,,
mibusinessdaily.com,,,0,34.234.42.207,https://www.facebook.com/Michigan-Business-Daily-2026439131008045/,Michigan Business Daily,,,,,,,
micapitolnews.com,42.7336274,-84.5553944,0,3.218.216.245,https://business.facebook.com/Capitol-News-119768806075523/?business_id=898179107217559,Capitol News,,,,,,,
midcitytimes.com,33.9065619,-84.3632241,0,3.213.234.4,,Mid City Times,,,,,,,
minneapolisreview.com,44.977753,-93.2650108,0,3.224.13.68,https://business.facebook.com/Minneapolis-Review-102334997858514/?business_id=898179107217559,Minneapolis Review,,,,,,,
minnesotastatewire.com,44.1513247,-94.0005078,0,3.224.13.68,,Minnesota State Wire,,,,,,,
mkecitywire.com,43.0389025,-87.9064736,0,3.218.216.245,,,,,,,,,
mkenorth.com,40.7615782,-73.5038248,0,3.218.216.245,,,,,,,,,
mkesouth.com,42.924403,-87.859665,0,3.218.216.245,,,,,,,,,
mnbusinessdaily.com,,,0,34.234.42.207,https://www.facebook.com/Minnesota-Business-Daily-862360560621424/,Minnesota Business Daily,,,,,,,
mobilecourant.com,,,0,3.213.234.4,,,,,,,,,
mobusinessdaily.com,,,0,34.234.42.207,https://www.facebook.com/Missouri-Business-Daily-1570139019782034/,Missouri Business Daily,,,,,,,
mohavetoday.com,35.2143346,-113.7632828,0,3.219.182.20,https://www.facebook.com/Mohave-Today-106106917474658/,Mohave Today,,,,,,,
monroereview.com,36.2233773,-95.9639482,0,3.218.216.245,https://business.facebook.com/Monroe-Review-100470841353605/?business_id=898179107217559,Monroe Review,,,,,,,
montgomerymdnews.com,39.1547426,-77.2405153,0,35.170.88.147,https://www.facebook.com/,Montgomery News,,,,,,,
morristowntimes.com,40.7967667,-74.4815438,0,3.213.234.4,,,,,,,,,
mountainstatetimes.com,39.3161069,-80.2231889,0,3.212.144.110,,,,,,,,,
msbusinessdaily.com,,,0,34.234.42.207,https://www.facebook.com/Mississippi-Business-Daily-2235851169967760/,Mississippi Business Daily,,,,,,,
msgulfnews.com,,,0,3.213.234.4,,,,,,,,,
mtbusinessdaily.com,,,0,34.234.42.207,https://facebook.com/Montana-Business-Daily-411201416046507/,Montana Business Daily,,,,,,,
munciereporter.com,40.1933767,-85.3863599,0,3.218.216.245,,,,,,,,,
muskegonsun.com,43.2341813,-86.2483921,0,3.218.216.245,https://business.facebook.com/Muskegon-Sun-115132053208625/?business_id=898179107217559,Muskegon Sun,,,,,,,
myrtlebeachleader.com,33.6890603,-78.8866943,0,3.212.144.110,,,,,,,,,
nantahalanews.com,35.0710712,-83.5283633,0,3.212.144.110,https://www.facebook.com/Nantahala-News-111249553604479/,Nantahala News,,,,,,,
naplesstandard.com,26.1420358,-81.7948103,0,3.212.144.110,,Naples Standard,,,,,,,
nashvillestandard.com,36.1626638,-86.7816016,0,3.213.234.4,,,,,,,,,
naturalstatenews.com,35.20105,-91.8318334,0,3.213.234.4,,,,,,,,,
naturecoasttimes.com,28.4884728,-82.463433,0,3.212.144.110,,Nature Coast Times,,,,,,,
ncarkansasnews.com,36.0148605,-94.2333355,0,3.213.234.4,,,,,,,,,
ncbusinessdaily.com,,,0,34.234.42.207,https://www.facebook.com/North-Carolina-Business-Daily-1948531921832956/,North Carolina Business Daily,,,,,,,
ncfloridanews.com,38.2569485,-85.7555366,0,3.212.144.110,,NC Florida News,,,,,,,
ncgeorgianews.com,36.5823607,-121.9384253,0,3.212.144.110,,,,,,,,,
ncindiananews.com,,,0,3.218.216.245,,,,,,,,,
nckansasnews.com,39.011902,-98.4842465,0,3.224.13.68,,,,,,,,,
nckentuckynews.com,37.8393332,-84.2700179,0,3.213.234.4,https://business.facebook.com/NC-Kentucky-News-111261930254860/?business_id=898179107217559,NC Kentucky News,,,,,,,
ncminnesotanews.com,46.729553,-94.6858998,0,3.224.13.68,https://business.facebook.com/NC-Minnesota-News-100963467997125/?business_id=898179107217559,NC Minnesota News,,,,,,,
ncmissnews.com,38.0837456,-97.9144762,0,3.213.234.4,,,,,,,,,
ncncnews.com,26.8109695,-80.2061176,0,3.212.144.110,https://www.facebook.com/NC-North-Carolina-News-112558680139451/,NC North Carolina News,,,,,,,
ncoklahomanews.com,35.0077519,-97.092877,0,3.224.13.68,,,,,,,,,
ncsctimes.com,37.266064,-76.7048459,0,3.212.144.110,,,,,,,,,
nctennnews.com,34.9884054,-84.3218681,0,3.213.234.4,,,,,,,,,
ncunionnews.com,34.9338651,-80.543845,0,3.212.144.110,https://www.facebook.com/Union-News-114326133299310/,Union News,,,,,,,
ncwisconsinnews.com,43.7844397,-88.7878678,0,3.218.216.245,,,,,,,,,
ncwvnews.com,39.281404,-80.33911,0,3.212.144.110,,,,,,,,,
ndbusinessdaily.com,,,0,34.234.42.207,https://www.facebook.com/North-Dakota-Business-Daily-170798873534943,North Dakota Business Daily,,,,,,,
ndnorthnews.com,44.0800668,-103.2224717,0,3.224.13.68,,,,,,,,,
nealabamanews.com,33.6540722,-85.8260704,0,3.213.234.4,,,,,,,,,
neatlantanews.com,33.7489954,-84.3879824,0,3.212.144.110,,,,,,,,,
nebraskabusinessdaily.com,41.2522704,-95.962385,0,34.234.42.207,https://www.facebook.com/Nebraska-Business-Daily-2021552487876945/,Nebraska Business Daily,,,,,,,
necoloradonews.com,39.5995542,-104.8865923,0,3.219.182.20,,,,,,,,,
nedallasnews.com,26.0817546,-98.2869648,0,3.213.234.4,,NE Dallas News,,,,,,,
nefloridanews.com,27.6648274,-81.5157535,0,3.212.144.110,,NE Florida News,,,,,,,
nefranklinnews.com,40.9417229,-81.5415079,0,3.218.216.245,,,,,,,,,
neindiananews.com,,,0,3.218.216.245,,,,,,,,,
neiowanews.com,,,0,3.224.13.68,https://www.facebook.com/NE-Iowa-News-115073833239021/,NE Iowa News,,,,,,,
nekansascitynews.com,39.1131382,-94.5366582,0,3.224.13.68,,,,,,,,,
nekansasnews.com,,,0,3.224.13.68,,,,,,,,,
nekentuckynews.com,37.09024,-95.712891,0,3.213.234.4,https://business.facebook.com/NE-Kentucky-News-110835553630870/?business_id=898179107217559,NE Kentucky News,,,,,,,
nelouisiananews.com,30.9842977,-91.9623327,0,3.213.234.4,,,,,,,,,
nemissnews.com,37.6819414,-97.2470599,0,3.213.234.4,,,,,,,,,
nemissourinews.com,40.3519854,-94.8825243,0,3.224.13.68,,,,,,,,,
nemontananews.com,,,0,3.219.182.20,https://www.facebook.com/Northeast-Montana-News-100486024712531/,Northeast Montana News,,,,,,,
nenashvillenews.com,36.1626638,-86.7816016,0,3.213.234.4,,,,,,,,,
nenebraskanews.com,41.4925374,-99.9018131,0,3.224.13.68,,,,,,,,,
nenewmexiconews.com,34.5199402,-105.8700901,0,3.219.182.20,,NE New Mexico News,,,,,,,
nenorthdakotanews.com,,,0,3.224.13.68,,,,,,,,,
neohiotimes.com,41.2617873,-81.1637245,0,3.218.216.245,,,,,,,,,
neoklahomanews.com,35.0077519,-97.092877,0,3.224.13.68,,,,,,,,,
nepanhandlenews.com,41.9994234,-103.0005095,0,3.224.13.68,,,,,,,,,
nepiedmontnews.com,38.9875582,-94.3463487,0,3.212.144.110,https://www.facebook.com/NE-Piedmont-News-108836913847873/,NE Piedmont News,,,,,,,
nesdnews.com,40.0653735,-76.7149672,0,3.224.13.68,,,,,,,,,
netarrantnews.com,32.8382281,-97.2647979,0,3.213.234.4,,NE Tarrant News,,,,,,,
nevalleytimes.com,,,0,3.219.182.20,https://www.facebook.com/NE-Valley-Times-102939384461230/,NE Valley Times,,,,,,,
newisconsinnews.com,43.7844397,-88.7878678,0,3.218.216.245,,,,,,,,,
newrivervalleytimes.com,37.1318461,-80.5763967,0,3.212.144.110,,,,,,,,,
newyomingnews.com,-32.9282712,151.7816802,0,3.219.182.20,,,,,,,,,
nhbusinessdaily.com,,,0,34.234.42.207,https://facebook.com/New-Hampshire-Business-Daily-221139551844299,New Hampshire Business Daily,,,,,,,
njbusinessdaily.com,40.7761477,-74.0782949,0,34.234.42.207,https://www.facebook.com/New-Jersey-Business-Daily-230447581074974,New Jersey Business Daily,,,,,,,
nmbusinessdaily.com,,,0,34.234.42.207,https://facebook.com/New-Mexico-Business-Daily-2099932086932806,New Mexico Business Daily,,,,,,,
nolareporter.com,29.9510658,-90.0715323,0,3.213.234.4,,,,,,,,,
norcalrecord.com,38.8375215,-120.8958242,0,52.7.148.177,https://www.facebook.com/Northern-California-Record-975849335817140/,Northern California Record,norcal_record,https://itunes.apple.com/us/app/northern-california/id1250360608?mt=8,2016-03-31T18:43:15.000Z,7.16E+17,72,40,6364
nortextimes.com,33.672204,-96.670055,0,3.213.234.4,,Nortex Times,,,,,,,
northacadiananews.com,,,0,3.213.234.4,,,,,,,,,
northaustinnews.com,30.3923316,-97.708224,0,3.213.234.4,,North Austin News,,,,,,,
northbaltimorejournal.com,39.2903848,-76.6121893,0,35.170.88.147,https://www.facebook.com/,North Baltimore Journal,,,,,,,
northbirminghamtimes.com,33.5528646,-86.8216818,0,3.213.234.4,,,,,,,,,
northbluegrassnews.com,39.0627376,-94.8951695,0,3.213.234.4,https://business.facebook.com/North-Bluegrass-News-102291344493013/?business_id=898179107217559,North Bluegrass News,,,,,,,
northbrowardnews.com,26.3264542,-80.1824127,0,3.212.144.110,,North Broward News,,,,,,,
northcharlottetoday.com,35.2456474,-80.8017877,0,3.212.144.110,,North Charlotte Today,,,,,,,
northcharolettenews.com,35.2456474,-80.8017877,0,3.212.144.110,,,,,,,,,
northcincynews.com,39.3101759,-84.3363916,0,3.218.216.245,,,,,,,,,
northcoastalnews.com,33.2026432,-117.3664976,0,3.213.234.4,,North Coastal News,,,,,,,
northcolumbusnews.com,40.0137338,-83.006594,0,3.218.216.245,,,,,,,,,
northcooknews.com,42.0081016,-87.8971582,0,35.170.88.147,https://www.facebook.com/North-Cook-News-1509066772752076,North Cook News,northcooknews,,2015-11-16T22:51:29.000Z,4205338234,325,155,3614
northdsmnews.com,,,0,3.224.13.68,https://www.facebook.com/North-DSM-News-102122281204867/,North DSM News,,,,,,,
northegyptnews.com,26.820553,30.802498,0,35.170.88.147,https://www.facebook.com/North-Egypt-News-2042181879445200/,North Egypt News,,,,,,,
northernnecktimes.com,37.7731048,-76.3637285,0,3.212.144.110,,,,,,,,,
northfairfaxnews.com,34.0887848,-118.361552,0,3.212.144.110,,,,,,,,,
northfultontoday.com,34.0626731,-84.3204841,0,3.212.144.110,,,,,,,,,
northguilfordnews.com,41.3670418,-72.7170405,0,3.212.144.110,https://www.facebook.com/North-Guilford-News-117744056288004/,North Guilford News,,,,,,,
northgwinnettnews.com,34.0854513,-84.0710286,0,3.212.144.110,,,,,,,,,
northhennepinnews.com,45.1054194,-93.3745617,0,3.224.13.68,https://business.facebook.com/North-Hennepin-News-111056933643780/?business_id=898179107217559,North Hennepin News,,,,,,,
northhoustonnews.com,29.9195994,-95.5171162,0,3.213.234.4,,North Houston News,,,,,,,
northidahotimes.com,46.4152745,-117.0018462,0,3.219.182.20,,,,,,,,,
northindynews.com,40.0442165,-85.9867757,0,3.218.216.245,,,,,,,,,
northiowareporter.com,43.3888391,-93.9481549,0,3.224.13.68,https://www.facebook.com/North-Iowa-Reporter-109005527181560/,North Iowa Reporter,,,,,,,
northiredellnews.com,35.9295169,-80.8692097,0,3.212.144.110,https://www.facebook.com/North-Iredell-News-118400609555835/,North Iredell News,,,,,,,
northjeffconews.com,39.5800298,-105.2662931,0,3.219.182.20,,,,,,,,,
northkentnews.com,43.1649974,-85.5007774,0,3.218.216.245,https://business.facebook.com/North-Kent-MI-News-106957820699749/?business_id=898179107217559,North Kent News,,,,,,,
northkentuckynews.com,39.060296,-84.661122,0,3.213.234.4,https://business.facebook.com/North-Kentucky-News-112347873478666/?business_id=898179107217559,North Kentucky News,,,,,,,
northknoxnews.com,38.8350125,-87.3132612,0,3.213.234.4,,,,,,,,,
northlaketimes.com,32.8712166,-96.9673029,0,3.212.144.110,,North Lake Times,,,,,,,
northlittlerocktimes.com,34.769536,-92.2670941,0,3.213.234.4,,,,,,,,,
northmecklenburgnews.com,35.3726485,-80.8341515,0,3.212.144.110,https://www.facebook.com/North-Mecklenburg-News-116572919739799,North Mecklenburg News,,,,,,,
northmianews.com,,,0,3.212.144.110,,North Miami-Dade News,,,,,,,
northmichigannews.com,44.3148443,-85.6023643,0,3.218.216.245,https://business.facebook.com/North-Michigan-News-109368280456600/?business_id=898179107217559,North Michigan News,,,,,,,
northnevadanews.com,36.1988592,-115.1175013,0,3.219.182.20,,,,,,,,,
northnewcastlenews.com,44.0859102,-69.5742127,0,3.212.144.110,https://www.facebook.com/North-New-Castle-News-106071607478194/,North New Castle News,,,,,,,
northokcnews.com,35.5891883,-97.5852989,0,3.224.13.68,,,,,,,,,
northomahatimes.com,41.2851712,-96.0021764,0,3.224.13.68,,,,,,,,,
northorlandonews.com,28.5576504,-81.3642986,0,3.212.144.110,,North Orlando News,,,,,,,
northpalmbeachtoday.com,26.8171165,-80.0590804,0,3.212.144.110,,North Palm Beach Today,,,,,,,
northpanhandlenews.com,37.7757272,-122.4424773,0,3.212.144.110,,North Panhandle News,,,,,,,
northpanhandletimes.com,37.7757272,-122.4424773,0,3.212.144.110,,,,,,,,,
northpimanews.com,32.3357746,-111.044923,0,3.219.182.20,https://www.facebook.com/North-Pima-News-102790197809540/,North Pima News,,,,,,,
northpinellasnews.com,28.1324509,-82.7579555,0,3.212.144.110,,North Pinellas News,,,,,,,
northraleightoday.com,35.8812082,-78.6258319,0,3.212.144.110,https://www.facebook.com/North-Raleigh-Today-101883081216354/,North Raleigh Today,,,,,,,
northramseynews.com,35.1101187,-78.8772252,0,3.224.13.68,https://business.facebook.com/North-Ramsey-News-102264164531959/?business_id=898179107217559,North Ramsey News,,,,,,,
northrichmondtoday.com,37.9588126,-122.3674713,0,3.212.144.110,,,,,,,,,
northsanantonionews.com,29.4241219,-98.4936282,0,3.213.234.4,,North San Antonio News,,,,,,,
northshenandoahnews.com,30.1797428,-95.4483108,0,3.212.144.110,,,,,,,,,
northshorelanews.com,30.217696,-89.8208977,0,3.213.234.4,,,,,,,,,
northstlnews.com,38.6742828,-90.2619811,0,3.224.13.68,,,,,,,,,
northsummitnews.com,40.9157641,-111.3944821,0,3.218.216.245,,,,,,,,,
northtidewaternews.com,39.5239362,-86.3798605,0,3.212.144.110,,,,,,,,,
northtrianglenews.com,41.1043576,-85.1362679,0,3.212.144.110,https://www.facebook.com/North-Triangle-News-105840757485319/,North Triangle News,,,,,,,
northtulsatoday.com,36.1539816,-95.992775,0,3.224.13.68,,,,,,,,,
northtxnews.com,31.9685988,-99.9018131,0,3.213.234.4,,North Texas News,,,,,,,
northutahnews.com,,,0,3.219.182.20,,,,,,,,,
northvegastimes.com,36.1988592,-115.1175013,0,3.219.182.20,,,,,,,,,
northwakenews.com,35.9630137,-78.5183635,0,3.212.144.110,https://www.facebook.com/North-Wake-News-109237560477468/,North Wake News,,,,,,,
northwichitanews.com,37.6871761,-97.330053,0,3.224.13.68,,,,,,,,,
northwoodsreporter.com,43.852928,-83.962812,0,3.218.216.245,,,,,,,,,
novitimes.com,42.48059,-83.4754913,0,3.218.216.245,https://business.facebook.com/Novi-Times-103247554407002/?business_id=898179107217559,Novi Times,,,,,,,
nvbusinessdaily.com,,,0,34.234.42.207,https://facebook.com/Nevada-Business-Daily-523754801394758/,Nevada Business Daily,,,,,,,
nwalabamanews.com,34.3094882,-87.697554,0,3.213.234.4,,,,,,,,,
nwarkansasnews.com,36.0148605,-94.2333355,0,3.213.234.4,,,,,,,,,
nwatlantanews.com,33.7863836,-84.453236,0,3.212.144.110,,,,,,,,,
nwclarknews.com,,,0,3.219.182.20,,,,,,,,,
nwfranklinnews.com,40.9417229,-81.5415079,0,3.218.216.245,,,,,,,,,
nwgeorgianews.com,32.1656221,-82.9000751,0,3.212.144.110,,,,,,,,,
nwhoustonnews.com,29.8221298,-95.5722297,0,3.213.234.4,,NW Houston News,,,,,,,
nwillinoisnews.com,40.6331249,-89.3985283,0,35.170.88.147,https://www.facebook.com/NW-Illinois-News-386241278410290,NW Illinois News,NW_IllinoisNews,,2017-01-20T20:16:49.000Z,8.23E+17,67,0,903
nwiowanews.com,41.8780025,-93.097702,0,3.224.13.68,https://www.facebook.com/NW-Iowa-News-111152886960129/,NW Iowa News,,,,,,,
nwkansasnews.com,,,0,3.224.13.68,,,,,,,,,
nwkentuckynews.com,39.0319664,-84.4645836,0,3.213.234.4,https://business.facebook.com/NW-Kentucky-News-105957117456175/?business_id=898179107217559,NW Kentucky News,,,,,,,
nwlouisiananews.com,30.9842977,-91.9623327,0,3.213.234.4,,,,,,,,,
nwminnesotanews.com,46.729553,-94.6858998,0,3.224.13.68,https://business.facebook.com/NW-Minnesota-News-104290047660202/?business_id=898179107217559,NW Minnesota News,,,,,,,
nwmissnews.com,40.3519854,-94.8825243,0,3.213.234.4,,,,,,,,,
nwmissouritimes.com,40.3519854,-94.8825243,0,3.224.13.68,,,,,,,,,
nwmontananews.com,46.8796822,-110.3625658,0,3.219.182.20,https://www.facebook.com/Northwest-Montana-News-105852244168652/,Northwest Montana News,,,,,,,
nwnewmexiconews.com,34.5199402,-105.8700901,0,3.219.182.20,,NW New Mexico News,,,,,,,
nwohiotimes.com,41.6917165,-84.7332884,0,3.218.216.245,,,,,,,,,
nwoklahomanews.com,35.0077519,-97.092877,0,3.224.13.68,,,,,,,,,
nwtennnews.com,36.4163811,-89.0531725,0,3.213.234.4,,,,,,,,,
nwtwincities.com,,,0,3.224.13.68,https://business.facebook.com/NW-Twin-Cities-102320397859854/?business_id=898179107217559,NW Twin Cities,,,,,,,
nwvalleytimes.com,,,0,3.219.182.20,https://www.facebook.com/NW-Valley-Times-Arizona-116478283096686/,NW Valley Times,,,,,,,
nwwaynenews.com,,,0,3.218.216.245,https://business.facebook.com/Northwest-Wayne-News-115031663212614/?business_id=898179107217559,Northwest Wayne News,,,,,,,
nwwyomingnews.com,43.0759678,-107.2902839,0,3.219.182.20,,,,,,,,,
nybusinessdaily.com,,,0,34.234.42.207,https://www.facebook.com/New-York-Business-Daily-783820915340052,New York Business Daily,,,,,,,
ocalastandard.com,29.1871986,-82.1400923,0,3.212.144.110,,Ocala Standard,,,,,,,
ohbusinessdaily.com,,,0,34.234.42.207,https://www.facebook.com/Ohio-Business-Daily-220891118469791/,Ohio Business Daily,,,,,,,
ohiovalleytimes.com,38.8686397,-84.7821027,0,3.212.144.110,,,,,,,,,
okbusinessdaily.com,,,0,34.234.42.207,https://facebook.com/Oklahoma-Business-Daily-2038113229785394,Oklahoma Business Daily,,,,,,,
okcstandard.com,35.4675602,-97.5164276,0,3.224.13.68,,,,,,,,,
okeechobeetimes.com,27.2439349,-80.8297828,0,3.212.144.110,,Okeechobee Times,,,,,,,
oldnorthnews.com,35.596564,-82.5530036,0,3.212.144.110,https://www.facebook.com/Old-North-News-101380274600494/,Old North News,,,,,,,
omaharecord.com,41.2565369,-95.9345034,0,3.224.13.68,,,,,,,,,
onslownews.com,34.6540094,-77.4701972,0,3.212.144.110,https://www.facebook.com/Onslow-News-111657603563549/,Onslow News,,,,,,,
orbusinessdaily.com,,,0,34.234.42.207,https://www.facebook.com/Oregon-Business-Daily-201467027358188,Oregon Business Daily,,,,,,,
orlandostandard.com,28.5383355,-81.3792365,0,3.212.144.110,,Orlando Standard,,,,,,,
outerbankstimes.com,35.5584932,-75.4665158,0,3.212.144.110,https://www.facebook.com/Outer-Banks-Times-103345204402491/,Outer Banks Times,,,,,,,
oxfordreporter.com,51.7548164,-1.2543668,0,3.213.234.4,,,,,,,,,
ozaukeetimes.com,43.3819496,-87.6186379,0,3.218.216.245,,,,,,,,,
palmcoasttimes.com,29.5844524,-81.2078699,0,3.212.144.110,,Palm Coast Times,,,,,,,
palmettobusinessdaily.com,,,0,34.234.42.207,https://www.facebook.com/palmettobusinessdaily,Palmetto Business Daily,,,,,,,
palmettostatenews.com,34.8329741,-82.3118661,0,3.212.144.110,,,,,,,,,
panamacityreporter.com,30.1588129,-85.6602058,0,3.212.144.110,,Panama City Reporter,,,,,,,
panhandletimes.com,30.4212643,-87.2168913,0,3.213.234.4,,Panhandle Times,,,,,,,
pascoreporter.com,46.2305049,-119.0922316,0,3.212.144.110,,Pasco Reporter,,,,,,,
peacegardennews.com,48.999259,-100.0595201,0,3.224.13.68,,,,,,,,,
peachtreetimes.com,41.1795067,-112.0628938,0,3.212.144.110,,,,,,,,,
peedeenews.com,34.205833,-79.539167,0,3.212.144.110,,,,,,,,,
pelicanstatenews.com,30.4231225,-91.0527404,0,3.213.234.4,,,,,,,,,
